행정동,분기,임대료(천원/㎡)
은천동,20251,63.7
은천동,20252,63.7
은천동,20253,63.7
은천동,20254,63.8
중앙동,20211,71.5
중앙동,20212,71.4
중앙동,20213,71.4
중앙동,20214,71.1
중앙동,20221,72.4
중앙동,20222,72.5
중앙동,20223,72.4
중앙동,20224,72.5
중앙동,20231,72.5
중앙동,20232,72.5
중앙동,20233,72.8
중앙동,20234,72.8
중앙동,20241,72.9
중앙동,20242,73.4
중앙동,20243,63.7
중앙동,20244,63.7
중앙동,20244,63.8
중앙동,20251,63.7
중앙동,20252,63.7
중앙동,20253,63.7
중앙동,20254,63.8
인헌동,20211,71.5
인헌동,20212,71.4
인헌동,20213,71.4
인헌동,20214,71.1
인헌동,20221,72.4
인헌동,20222,72.5
인헌동,20223,72.4
인헌동,20224,72.5
인헌동,20231,72.5
인헌동,20232,72.5
인헌동,20233,72.8
인헌동,20234,72.8
인헌동,20241,72.9
인헌동,20242,73.4
인헌동,20243,63.7
인헌동,20244,63.7
인헌동,20244,63.8
인헌동,20251,63.7
인헌동,20252,63.7
인헌동,20253,63.7
인헌동,20254,63.8
남현동,20211,71.5
남현동,20212,71.4
남현동,20213,71.4
남현동,20214,71.1
남현동,20221,72.4
남현동,20222,72.5
남현동,20223,72.4
남현동,20224,72.5
남현동,20231,72.5
남현동,20232,72.5
남현동,20233,72.8
남현동,20234,72.8
남현동,20241,72.9
남현동,20242,73.4
남현동,20243,63.7
남현동,20244,63.7
남현동,20244,63.8
남현동,20251,63.7
남현동,20252,63.7
남현동,20253,63.7
남현동,20254,63.8
서원동,20211,71.5
서원동,20212,71.4
서원동,20213,71.4
서원동,20214,71.1
서원동,20221,72.4
서원동,20222,72.5
서원동,20223,72.4
서원동,20224,72.5
서원동,20231,72.5
서원동,20232,72.5
서원동,20233,72.8
서원동,20234,72.8
서원동,20241,72.9
서원동,20242,73.4
서원동,20243,63.7
서원동,20244,63.7
서원동,20244,63.8
서원동,20251,63.7
서원동,20252,63.7
서원동,20253,63.7
서원동,20254,63.8
신원동,20211,71.5
신원동,20212,71.4
신원동,20213,71.4
신원동,20214,71.1
신원동,20221,72.4
신원동,20222,72.5
신원동,20223,72.4
신원동,20224,72.5
신원동,20231,72.5
신원동,20232,72.5
신원동,20233,72.8
신원동,20234,72.8
신원동,20241,72.9
신원동,20242,73.4
신원동,20243,63.7
신원동,20244,63.7
신원동,20244,63.8
신원동,20251,63.7
신원동,20252,63.7
신원동,20253,63.7
신원동,20254,63.8
서림동,20211,71.5
서림동,20212,71.4
서림동,20213,71.4
서림동,20214,71.1
서림동,20221,72.4
서림동,20222,72.5
서림동,20223,72.4
서림동,20224,72.5
서림동,20231,72.5
서림동,20232,72.5
서림동,20233,72.8
서림동,20234,72.8
서림동,20241,72.9
서림동,20242,73.4
서림동,20243,63.7
서림동,20244,63.7
서림동,20244,63.8
서림동,20251,63.7
서림동,20252,63.7
서림동,20253,63.7
서림동,20254,63.8
신사동,20211,71.5
신사동,20212,71.4
신사동,20213,71.4
신사동,20214,71.1
신사동,20221,72.4
신사동,20222,72.5
신사동,20223,72.4
신사동,20224,72.5
신사동,20231,72.5
신사동,20232,72.5
신사동,20233,72.8
신사동,20234,72.8
신사동,20241,72.9
신사동,20242,73.4
신사동,20243,63.7
신사동,20244,63.7
신사동,20244,63.8
신사동,20251,63.7
신사동,20252,63.7
신사동,20253,63.7
신사동,20254,63.8
신림동,20211,71.5
신림동,20212,71.4
신림동,20213,71.4
신림동,20214,71.1
신림동,20221,72.4
신림동,20222,72.5
신림동,20223,72.4
신림동,20224,72.5
신림동,20231,72.5
신림동,20232,72.5
신림동,20233,72.8
신림동,20234,72.8
신림동,20241,72.9
신림동,20242,73.4
신림동,20243,63.7
신림동,20244,63.7
신림동,20244,63.8
신림동,20251,63.7
신림동,20252,63.7
신림동,20253,63.7
신림동,20254,63.8
난향동,20211,71.5
난향동,20212,71.4
난향동,20213,71.4
난향동,20214,71.1
난향동,20221,72.4
난향동,20222,72.5
난향동,20223,72.4
난향동,20224,72.5
난향동,20231,72.5
난향동,20232,72.5
난향동,20233,72.8
난향동,20234,72.8
난향동,20241,72.9
난향동,20242,73.4
난향동,20243,63.7
난향동,20244,63.7
난향동,20244,63.8
난향동,20251,63.7
난향동,20252,63.7
난향동,20253,63.7
난향동,20254,63.8
조원동,20211,71.5
조원동,20212,71.4
조원동,20213,71.4
조원동,20214,71.1
조원동,20221,72.4
조원동,20222,72.5
조원동,20223,72.4
조원동,20224,72.5
조원동,20231,72.5
조원동,20232,72.5
조원동,20233,72.8
조원동,20234,72.8
조원동,20241,72.9
조원동,20242,73.4
조원동,20243,63.7
조원동,20244,63.7
조원동,20244,63.8
조원동,20251,63.7
조원동,20252,63.7
조원동,20253,63.7
조원동,20254,63.8
대학동,20211,71.5
대학동,20212,71.4
대학동,20213,71.4
대학동,20214,71.1
대학동,20221,72.4
대학동,20222,72.5
대학동,20223,72.4
대학동,20224,72.5
대학동,20231,72.5
대학동,20232,72.5
대학동,20233,72.8
대학동,20234,72.8
대학동,20241,72.9
대학동,20242,73.4
대학동,20243,63.7
대학동,20244,63.7
대학동,20244,63.8
대학동,20251,63.7
대학동,20252,63.7
대학동,20253,63.7
대학동,20254,63.8
삼성동,20211,71.5
삼성동,20212,71.4
삼성동,20213,71.4
삼성동,20214,71.1
삼성동,20221,72.4
삼성동,20222,72.5
삼성동,20223,72.4
삼성동,20224,72.5
삼성동,20231,72.5
삼성동,20232,72.5
삼성동,20233,72.8
삼성동,20234,72.8
삼성동,20241,72.9
삼성동,20242,73.4
삼성동,20243,63.7
삼성동,20244,63.7
삼성동,20244,63.8
삼성동,20251,63.7
삼성동,20252,63.7
삼성동,20253,63.7
삼성동,20254,63.8
미성동,20211,71.5
미성동,20212,71.4
미성동,20213,71.4
미성동,20214,71.1
미성동,20221,72.4
미성동,20222,72.5
미성동,20223,72.4
미성동,20224,72.5
미성동,20231,72.5
미성동,20232,72.5
미성동,20233,72.8
미성동,20234,72.8
미성동,20241,72.9
미성동,20242,73.4
미성동,20243,63.7
미성동,20244,63.7
미성동,20244,63.8
미성동,20251,63.7
미성동,20252,63.7
미성동,20253,63.7
미성동,20254,63.8
난곡동,20211,71.5
난곡동,20212,71.4
난곡동,20213,71.4
난곡동,20214,71.1
난곡동,20221,72.4
난곡동,20222,72.5
난곡동,20223,72.4
난곡동,20224,72.5
난곡동,20231,72.5
난곡동,20232,72.5
난곡동,20233,72.8
난곡동,20234,72.8
난곡동,20241,72.9
난곡동,20242,73.4
난곡동,20243,63.7
난곡동,20244,63.7
난곡동,20244,63.8
난곡동,20251,63.7
난곡동,20252,63.7
난곡동,20253,63.7
난곡동,20254,63.8
서초1동,20211,36
서초1동,20212,36.1
서초1동,20213,35.3
서초1동,20214,35.3
서초1동,20221,37.1
서초1동,20222,37.2
서초1동,20223,37.8
서초1동,20224,37.8
서초1동,20231,38.1
서초1동,20232,38.4
서초1동,20233,38.4
서초1동,20234,38.8
서초1동,20241,38.5
서초1동,20242,38.6
서초1동,20243,40.7
서초1동,20244,40.8
서초1동,20244,41.3
서초1동,20251,40.9
서초1동,20252,41
서초1동,20253,41.2
서초1동,20254,41.3
서초2동,20211,36
서초2동,20212,36.1
서초2동,20213,35.3
서초2동,20214,35.3
서초2동,20221,37.1
서초2동,20222,37.2
서초2동,20223,37.8
서초2동,20224,37.8
서초2동,20231,38.1
서초2동,20232,38.4
서초2동,20233,38.4
서초2동,20234,38.8
서초2동,20241,38.5
서초2동,20242,38.6
서초2동,20243,40.7
서초2동,20244,40.8
서초2동,20244,41.3
서초2동,20251,40.9
서초2동,20252,41
서초2동,20253,41.2
서초2동,20254,41.3
서초3동,20211,36
서초3동,20212,36.1
서초3동,20213,35.3
서초3동,20214,35.3
서초3동,20221,37.1
서초3동,20222,37.2
서초3동,20223,37.8
서초3동,20224,37.8
서초3동,20231,38.1
서초3동,20232,38.4
서초3동,20233,38.4
서초3동,20234,38.8
서초3동,20241,38.5
서초3동,20242,38.6
서초3동,20243,40.7
서초3동,20244,40.8
서초3동,20244,41.3
서초3동,20251,40.9
서초3동,20252,41
서초3동,20253,41.2
서초3동,20254,41.3
서초4동,20211,36
서초4동,20212,36.1
서초4동,20213,35.3
서초4동,20214,35.3
서초4동,20221,37.1
서초4동,20222,37.2
서초4동,20223,37.8
서초4동,20224,37.8
서초4동,20231,38.1
서초4동,20232,38.4
서초4동,20233,38.4
서초4동,20234,38.8
서초4동,20241,38.5
서초4동,20242,38.6
서초4동,20243,40.7
서초4동,20244,40.8
서초4동,20244,41.3
서초4동,20251,40.9
서초4동,20252,41
서초4동,20253,41.2
서초4동,20254,41.3
잠원동,20211,36
잠원동,20212,36.1
잠원동,20213,35.3
잠원동,20214,35.3
잠원동,20221,37.1
잠원동,20222,37.2
잠원동,20223,37.8
잠원동,20224,37.8
잠원동,20231,38.1
잠원동,20232,38.4
잠원동,20233,38.4
잠원동,20234,38.8
잠원동,20241,38.5
잠원동,20242,38.6
잠원동,20243,40.7
잠원동,20244,40.8
잠원동,20244,41.3
잠원동,20251,40.9
잠원동,20252,41
잠원동,20253,41.2
잠원동,20254,41.3
반포본동,20211,36
반포본동,20212,36.1
반포본동,20213,35.3
반포본동,20214,35.3
반포본동,20221,37.1
반포본동,20222,37.2
반포본동,20223,37.8
반포본동,20224,37.8
반포본동,20231,38.1
반포본동,20232,38.4
반포본동,20233,38.4
반포본동,20234,38.8
반포본동,20241,38.5
반포본동,20242,38.6
반포본동,20243,40.7
반포본동,20244,40.8
반포본동,20244,41.3
반포본동,20251,40.9
반포본동,20252,41
반포본동,20253,41.2
반포본동,20254,41.3
반포1동,20211,36
반포1동,20212,36.1
반포1동,20213,35.3
반포1동,20214,35.3
반포1동,20221,37.1
반포1동,20222,37.2
반포1동,20223,37.8
반포1동,20224,37.8
반포1동,20231,38.1
반포1동,20232,38.4
반포1동,20233,38.4
반포1동,20234,38.8
반포1동,20241,38.5
반포1동,20242,38.6
반포1동,20243,40.7
반포1동,20244,40.8
반포1동,20244,41.3
반포1동,20251,40.9
반포1동,20252,41
반포1동,20253,41.2
반포1동,20254,41.3
반포2동,20211,36
반포2동,20212,36.1
반포2동,20213,35.3
반포2동,20214,35.3
반포2동,20221,37.1
반포2동,20222,37.2
반포2동,20223,37.8
반포2동,20224,37.8
반포2동,20231,38.1
반포2동,20232,38.4
반포2동,20233,38.4
반포2동,20234,38.8
반포2동,20241,38.5
반포2동,20242,38.6
반포2동,20243,40.7
반포2동,20244,40.8
반포2동,20244,41.3
반포2동,20251,40.9
반포2동,20252,41
반포2동,20253,41.2
반포2동,20254,41.3
반포3동,20211,36
반포3동,20212,36.1
반포3동,20213,35.3
반포3동,20214,35.3
반포3동,20221,37.1
반포3동,20222,37.2
반포3동,20223,37.8
반포3동,20224,37.8
반포3동,20231,38.1
반포3동,20232,38.4
반포3동,20233,38.4
반포3동,20234,38.8
반포3동,20241,38.5
반포3동,20242,38.6
반포3동,20243,40.7
반포3동,20244,40.8
반포3동,20244,41.3
반포3동,20251,40.9
반포3동,20252,41
반포3동,20253,41.2
반포3동,20254,41.3
반포4동,20211,36
반포4동,20212,36.1
반포4동,20213,35.3
반포4동,20214,35.3
반포4동,20221,37.1
반포4동,20222,37.2
반포4동,20223,37.8
반포4동,20224,37.8
반포4동,20231,38.1
반포4동,20232,38.4
반포4동,20233,38.4
반포4동,20234,38.8
반포4동,20241,38.5
반포4동,20242,38.6
반포4동,20243,40.7
반포4동,20244,40.8
반포4동,20244,41.3
반포4동,20251,40.9
반포4동,20252,41
반포4동,20253,41.2
반포4동,20254,41.3
방배본동,20211,36
방배본동,20212,36.1
방배본동,20213,35.3
방배본동,20214,35.3
방배본동,20221,37.1
방배본동,20222,37.2
방배본동,20223,37.8
방배본동,20224,37.8
방배본동,20231,38.1
방배본동,20232,38.4
방배본동,20233,38.4
방배본동,20234,38.8
방배본동,20241,38.5
방배본동,20242,38.6
방배본동,20243,40.7
방배본동,20244,40.8
방배본동,20244,41.3
방배본동,20251,40.9
방배본동,20252,41
방배본동,20253,41.2
방배본동,20254,41.3
방배1동,20211,36
방배1동,20212,36.1
방배1동,20213,35.3
방배1동,20214,35.3
방배1동,20221,37.1
방배1동,20222,37.2
방배1동,20223,37.8
방배1동,20224,37.8
방배1동,20231,38.1
방배1동,20232,38.4
방배1동,20233,38.4
방배1동,20234,38.8
방배1동,20241,38.5
방배1동,20242,38.6
방배1동,20243,40.7
방배1동,20244,40.8
방배1동,20244,41.3
방배1동,20251,40.9
방배1동,20252,41
방배1동,20253,41.2
방배1동,20254,41.3
방배2동,20211,36
방배2동,20212,36.1
방배2동,20213,35.3
방배2동,20214,35.3
방배2동,20221,37.1
방배2동,20222,37.2
방배2동,20223,37.8
방배2동,20224,37.8
방배2동,20231,38.1
방배2동,20232,38.4
방배2동,20233,38.4
방배2동,20234,38.8
방배2동,20241,38.5
방배2동,20242,38.6
방배2동,20243,40.7
방배2동,20244,40.8
방배2동,20244,41.3
방배2동,20251,40.9
방배2동,20252,41
방배2동,20253,41.2
방배2동,20254,41.3
방배3동,20211,36
방배3동,20212,36.1
방배3동,20213,35.3
방배3동,20214,35.3
방배3동,20221,37.1
방배3동,20222,37.2
방배3동,20223,37.8
방배3동,20224,37.8
방배3동,20231,38.1
방배3동,20232,38.4
방배3동,20233,38.4
방배3동,20234,38.8
방배3동,20241,38.5
방배3동,20242,38.6
방배3동,20243,40.7
방배3동,20244,40.8
방배3동,20244,41.3
방배3동,20251,40.9
방배3동,20252,41
방배3동,20253,41.2
방배3동,20254,41.3
방배4동,20211,36
방배4동,20212,36.1
방배4동,20213,35.3
방배4동,20214,35.3
방배4동,20221,37.1
방배4동,20222,37.2
방배4동,20223,37.8
방배4동,20224,37.8
방배4동,20231,38.1
방배4동,20232,38.4
방배4동,20233,38.4
방배4동,20234,38.8
방배4동,20241,38.5
방배4동,20242,38.6
방배4동,20243,40.7
방배4동,20244,40.8
방배4동,20244,41.3
방배4동,20251,40.9
방배4동,20252,41
방배4동,20253,41.2
방배4동,20254,41.3
양재1동,20211,36
양재1동,20212,36.1
양재1동,20213,35.3
양재1동,20214,35.3
양재1동,20221,37.1
양재1동,20222,37.2
양재1동,20223,37.8
양재1동,20224,37.8
양재1동,20231,38.1
양재1동,20232,38.4
양재1동,20233,38.4
양재1동,20234,38.8
양재1동,20241,38.5
양재1동,20242,38.6
양재1동,20243,40.7
양재1동,20244,40.8
양재1동,20244,41.3
양재1동,20251,40.9
양재1동,20252,41
양재1동,20253,41.2
양재1동,20254,41.3
양재2동,20211,36
양재2동,20212,36.1
양재2동,20213,35.3
양재2동,20214,35.3
양재2동,20221,37.1
양재2동,20222,37.2
양재2동,20223,37.8
양재2동,20224,37.8
양재2동,20231,38.1
양재2동,20232,38.4
양재2동,20233,38.4
양재2동,20234,38.8
양재2동,20241,38.5
양재2동,20242,38.6
양재2동,20243,40.7
양재2동,20244,40.8
양재2동,20244,41.3
양재2동,20251,40.9
양재2동,20252,41
양재2동,20253,41.2
양재2동,20254,41.3
내곡동,20211,36
내곡동,20212,36.1
내곡동,20213,35.3
내곡동,20214,35.3
내곡동,20221,37.1
내곡동,20222,37.2
내곡동,20223,37.8
내곡동,20224,37.8
내곡동,20231,38.1
내곡동,20232,38.4
내곡동,20233,38.4
내곡동,20234,38.8
내곡동,20241,38.5
내곡동,20242,38.6
내곡동,20243,40.7
내곡동,20244,40.8
내곡동,20244,41.3
내곡동,20251,40.9
내곡동,20252,41
내곡동,20253,41.2
내곡동,20254,41.3
신사동,20211,62.1
신사동,20212,62.1
신사동,20213,62.2
신사동,20214,62.2
신사동,20221,61.7
신사동,20222,61.8
신사동,20223,61.8
신사동,20224,61.9
신사동,20231,62.4
신사동,20232,62.4
신사동,20233,62.7
신사동,20234,63.1
신사동,20241,63.4
신사동,20242,63.7
신사동,20243,66.9
신사동,20244,67.2
신사동,20244,69.8
신사동,20251,67.6
신사동,20252,68.4
신사동,20253,69.2
신사동,20254,69.8
논현1동,20211,62.1
논현1동,20212,62.1
논현1동,20213,62.2
논현1동,20214,62.2
논현1동,20221,61.7
논현1동,20222,61.8
논현1동,20223,61.8
논현1동,20224,61.9
논현1동,20231,62.4
논현1동,20232,62.4
논현1동,20233,62.7
논현1동,20234,63.1
논현1동,20241,63.4
논현1동,20242,63.7
논현1동,20243,66.9
논현1동,20244,67.2
논현1동,20244,69.8
논현1동,20251,67.6
논현1동,20252,68.4
논현1동,20253,69.2
논현1동,20254,69.8
논현2동,20211,62.1
논현2동,20212,62.1
논현2동,20213,62.2
논현2동,20214,62.2
논현2동,20221,61.7
논현2동,20222,61.8
논현2동,20223,61.8
논현2동,20224,61.9
논현2동,20231,62.4
논현2동,20232,62.4
논현2동,20233,62.7
논현2동,20234,63.1
논현2동,20241,63.4
논현2동,20242,63.7
논현2동,20243,66.9
논현2동,20244,67.2
논현2동,20244,69.8
논현2동,20251,67.6
논현2동,20252,68.4
논현2동,20253,69.2
논현2동,20254,69.8
압구정동,20211,62.1
압구정동,20212,62.1
압구정동,20213,62.2
압구정동,20214,62.2
압구정동,20221,61.7
압구정동,20222,61.8
압구정동,20223,61.8
압구정동,20224,61.9
압구정동,20231,62.4
압구정동,20232,62.4
압구정동,20233,62.7
압구정동,20234,63.1
압구정동,20241,63.4
압구정동,20242,63.7
압구정동,20243,66.9
압구정동,20244,67.2
압구정동,20244,69.8
압구정동,20251,67.6
압구정동,20252,68.4
압구정동,20253,69.2
압구정동,20254,69.8
청담동,20211,62.1
청담동,20212,62.1
청담동,20213,62.2
청담동,20214,62.2
청담동,20221,61.7
청담동,20222,61.8
청담동,20223,61.8
청담동,20224,61.9
청담동,20231,62.4
청담동,20232,62.4
청담동,20233,62.7
청담동,20234,63.1
청담동,20241,63.4
청담동,20242,63.7
청담동,20243,66.9
청담동,20244,67.2
청담동,20244,69.8
청담동,20251,67.6
청담동,20252,68.4
청담동,20253,69.2
청담동,20254,69.8
삼성1동,20211,62.1
삼성1동,20212,62.1
삼성1동,20213,62.2
삼성1동,20214,62.2
삼성1동,20221,61.7
삼성1동,20222,61.8
삼성1동,20223,61.8
삼성1동,20224,61.9
삼성1동,20231,62.4
삼성1동,20232,62.4
삼성1동,20233,62.7
삼성1동,20234,63.1
삼성1동,20241,63.4
삼성1동,20242,63.7
삼성1동,20243,66.9
삼성1동,20244,67.2
삼성1동,20244,69.8
삼성1동,20251,67.6
삼성1동,20252,68.4
삼성1동,20253,69.2
삼성1동,20254,69.8
삼성2동,20211,62.1
삼성2동,20212,62.1
삼성2동,20213,62.2
삼성2동,20214,62.2
삼성2동,20221,61.7
삼성2동,20222,61.8
삼성2동,20223,61.8
삼성2동,20224,61.9
삼성2동,20231,62.4
삼성2동,20232,62.4
삼성2동,20233,62.7
삼성2동,20234,63.1
삼성2동,20241,63.4
삼성2동,20242,63.7
삼성2동,20243,66.9
삼성2동,20244,67.2
삼성2동,20244,69.8
삼성2동,20251,67.6
삼성2동,20252,68.4
삼성2동,20253,69.2
삼성2동,20254,69.8
대치1동,20211,62.1
대치1동,20212,62.1
대치1동,20213,62.2
대치1동,20214,62.2
대치1동,20221,61.7
대치1동,20222,61.8
대치1동,20223,61.8
대치1동,20224,61.9
대치1동,20231,62.4
대치1동,20232,62.4
대치1동,20233,62.7
대치1동,20234,63.1
대치1동,20241,63.4
대치1동,20242,63.7
대치1동,20243,66.9
대치1동,20244,67.2
대치1동,20244,69.8
대치1동,20251,67.6
대치1동,20252,68.4
대치1동,20253,69.2
대치1동,20254,69.8
대치2동,20211,62.1
대치2동,20212,62.1
대치2동,20213,62.2
대치2동,20214,62.2
대치2동,20221,61.7
대치2동,20222,61.8
대치2동,20223,61.8
대치2동,20224,61.9
대치2동,20231,62.4
대치2동,20232,62.4
대치2동,20233,62.7
대치2동,20234,63.1
대치2동,20241,63.4
대치2동,20242,63.7
대치2동,20243,66.9
대치2동,20244,67.2
대치2동,20244,69.8
대치2동,20251,67.6
대치2동,20252,68.4
대치2동,20253,69.2
대치2동,20254,69.8
대치4동,20211,62.1
대치4동,20212,62.1
대치4동,20213,62.2
대치4동,20214,62.2
대치4동,20221,61.7
대치4동,20222,61.8
대치4동,20223,61.8
대치4동,20224,61.9
대치4동,20231,62.4
대치4동,20232,62.4
대치4동,20233,62.7
대치4동,20234,63.1
대치4동,20241,63.4
대치4동,20242,63.7
대치4동,20243,66.9
대치4동,20244,67.2
대치4동,20244,69.8
대치4동,20251,67.6
대치4동,20252,68.4
대치4동,20253,69.2
대치4동,20254,69.8
역삼1동,20211,62.1
역삼1동,20212,62.1
역삼1동,20213,62.2
역삼1동,20214,62.2
역삼1동,20221,61.7
역삼1동,20222,61.8
역삼1동,20223,61.8
역삼1동,20224,61.9
역삼1동,20231,62.4
역삼1동,20232,62.4
역삼1동,20233,62.7
역삼1동,20234,63.1
역삼1동,20241,63.4
역삼1동,20242,63.7
역삼1동,20243,66.9
역삼1동,20244,67.2
역삼1동,20244,69.8
역삼1동,20251,67.6
역삼1동,20252,68.4
역삼1동,20253,69.2
역삼1동,20254,69.8
역삼2동,20211,62.1
역삼2동,20212,62.1
역삼2동,20213,62.2
역삼2동,20214,62.2
역삼2동,20221,61.7
역삼2동,20222,61.8
역삼2동,20223,61.8
역삼2동,20224,61.9
역삼2동,20231,62.4
역삼2동,20232,62.4
역삼2동,20233,62.7
역삼2동,20234,63.1
역삼2동,20241,63.4
역삼2동,20242,63.7
역삼2동,20243,66.9
역삼2동,20244,67.2
역삼2동,20244,69.8
역삼2동,20251,67.6
역삼2동,20252,68.4
역삼2동,20253,69.2
역삼2동,20254,69.8
도곡1동,20211,62.1
도곡1동,20212,62.1
도곡1동,20213,62.2
도곡1동,20214,62.2
도곡1동,20221,61.7
도곡1동,20222,61.8
도곡1동,20223,61.8
도곡1동,20224,61.9
도곡1동,20231,62.4
도곡1동,20232,62.4
도곡1동,20233,62.7
도곡1동,20234,63.1
도곡1동,20241,63.4
도곡1동,20242,63.7
도곡1동,20243,66.9
도곡1동,20244,67.2
도곡1동,20244,69.8
도곡1동,20251,67.6
도곡1동,20252,68.4
도곡1동,20253,69.2
도곡1동,20254,69.8
도곡2동,20211,62.1
도곡2동,20212,62.1
도곡2동,20213,62.2
도곡2동,20214,62.2
도곡2동,20221,61.7
도곡2동,20222,61.8
도곡2동,20223,61.8
도곡2동,20224,61.9
도곡2동,20231,62.4
도곡2동,20232,62.4
도곡2동,20233,62.7
도곡2동,20234,63.1
도곡2동,20241,63.4
도곡2동,20242,63.7
도곡2동,20243,66.9
도곡2동,20244,67.2
도곡2동,20244,69.8
도곡2동,20251,67.6
도곡2동,20252,68.4
도곡2동,20253,69.2
도곡2동,20254,69.8
개포1동,20211,62.1
개포1동,20212,62.1
개포1동,20213,62.2
개포1동,20214,62.2
개포1동,20221,61.7
개포1동,20222,61.8
개포1동,20223,61.8
개포1동,20224,61.9
개포1동,20231,62.4
개포1동,20232,62.4
개포1동,20233,62.7
개포1동,20234,63.1
개포1동,20241,63.4
개포1동,20242,63.7
개포1동,20243,66.9
개포1동,20244,67.2
개포1동,20244,69.8
개포1동,20251,67.6
개포1동,20252,68.4
개포1동,20253,69.2
개포1동,20254,69.8
개포2동,20211,62.1
개포2동,20212,62.1
개포2동,20213,62.2
개포2동,20214,62.2
개포2동,20221,61.7
개포2동,20222,61.8
개포2동,20223,61.8
개포2동,20224,61.9
개포2동,20231,62.4
개포2동,20232,62.4
개포2동,20233,62.7
개포2동,20234,63.1
개포2동,20241,63.4
개포2동,20242,63.7
개포2동,20243,66.9
개포2동,20244,67.2
개포2동,20244,69.8
개포2동,20251,67.6
개포2동,20252,68.4
개포2동,20253,69.2
개포2동,20254,69.8
개포4동,20211,62.1
개포4동,20212,62.1
개포4동,20213,62.2
개포4동,20214,62.2
개포4동,20221,61.7
개포4동,20222,61.8
개포4동,20223,61.8
개포4동,20224,61.9
개포4동,20231,62.4
개포4동,20232,62.4
개포4동,20233,62.7
개포4동,20234,63.1
개포4동,20241,63.4
개포4동,20242,63.7
개포4동,20243,66.9
개포4동,20244,67.2
개포4동,20244,69.8
개포4동,20251,67.6
개포4동,20252,68.4
개포4동,20253,69.2
개포4동,20254,69.8
세곡동,20211,62.1
세곡동,20212,62.1
세곡동,20213,62.2
세곡동,20214,62.2
세곡동,20221,61.7
세곡동,20222,61.8
세곡동,20223,61.8
세곡동,20224,61.9
세곡동,20231,62.4
세곡동,20232,62.4
세곡동,20233,62.7
세곡동,20234,63.1
세곡동,20241,63.4
세곡동,20242,63.7
세곡동,20243,66.9
세곡동,20244,67.2
세곡동,20244,69.8
세곡동,20251,67.6
세곡동,20252,68.4
세곡동,20253,69.2
세곡동,20254,69.8
일원본동,20211,62.1
일원본동,20212,62.1
일원본동,20213,62.2
일원본동,20214,62.2
일원본동,20221,61.7
일원본동,20222,61.8
일원본동,20223,61.8
일원본동,20224,61.9
일원본동,20231,62.4
일원본동,20232,62.4
일원본동,20233,62.7
일원본동,20234,63.1
일원본동,20241,63.4
일원본동,20242,63.7
일원본동,20243,66.9
일원본동,20244,67.2
일원본동,20244,69.8
일원본동,20251,67.6
일원본동,20252,68.4
일원본동,20253,69.2
일원본동,20254,69.8
일원1동,20211,62.1
일원1동,20212,62.1
일원1동,20213,62.2
일원1동,20214,62.2
일원1동,20221,61.7
일원1동,20222,61.8
일원1동,20223,61.8
일원1동,20224,61.9
일원1동,20231,62.4
일원1동,20232,62.4
일원1동,20233,62.7
일원1동,20234,63.1
일원1동,20241,63.4
일원1동,20242,63.7
일원1동,20243,66.9
일원1동,20244,67.2
일원1동,20244,69.8
일원1동,20251,67.6
일원1동,20252,68.4
일원1동,20253,69.2
일원1동,20254,69.8
일원2동,20211,62.1
일원2동,20212,62.1
일원2동,20213,62.2
일원2동,20214,62.2
일원2동,20221,61.7
일원2동,20222,61.8
일원2동,20223,61.8
일원2동,20224,61.9
일원2동,20231,62.4
일원2동,20232,62.4
일원2동,20233,62.7
일원2동,20234,63.1
일원2동,20241,63.4
일원2동,20242,63.7
일원2동,20243,66.9
일원2동,20244,67.2
일원2동,20244,69.8
일원2동,20251,67.6
일원2동,20252,68.4
일원2동,20253,69.2
일원2동,20254,69.8
수서동,20211,62.1
수서동,20212,62.1
수서동,20213,62.2
수서동,20214,62.2
수서동,20221,61.7
수서동,20222,61.8
수서동,20223,61.8
수서동,20224,61.9
수서동,20231,62.4
수서동,20232,62.4
수서동,20233,62.7
수서동,20234,63.1
수서동,20241,63.4
수서동,20242,63.7
수서동,20243,66.9
수서동,20244,67.2
수서동,20244,69.8
수서동,20251,67.6
수서동,20252,68.4
수서동,20253,69.2
수서동,20254,69.8
풍납1동,20211,39.8
풍납1동,20212,39.8
풍납1동,20213,40.1
풍납1동,20214,40.2
풍납1동,20221,39.8
풍납1동,20222,39.8
풍납1동,20223,39.8
풍납1동,20224,39.7
풍납1동,20231,39.7
풍납1동,20232,39.8
풍납1동,20233,39.9
풍납1동,20234,40
풍납1동,20241,40
풍납1동,20242,40
풍납1동,20243,41.7
풍납1동,20244,41.9
풍납1동,20244,42.5
풍납1동,20251,42
풍납1동,20252,42.2
풍납1동,20253,42.4
풍납1동,20254,42.5
풍납2동,20211,39.8
풍납2동,20212,39.8
풍납2동,20213,40.1
풍납2동,20214,40.2
풍납2동,20221,39.8
풍납2동,20222,39.8
풍납2동,20223,39.8
풍납2동,20224,39.7
풍납2동,20231,39.7
풍납2동,20232,39.8
풍납2동,20233,39.9
풍납2동,20234,40
풍납2동,20241,40
풍납2동,20242,40
풍납2동,20243,41.7
풍납2동,20244,41.9
풍납2동,20244,42.5
풍납2동,20251,42
풍납2동,20252,42.2
풍납2동,20253,42.4
풍납2동,20254,42.5
거여1동,20211,39.8
