행정동,분기,임대료(천원/㎡)
면목5동,20213,50.7
면목5동,20214,50.4
면목5동,20221,38.8
면목5동,20222,38.9
면목5동,20223,39
면목5동,20224,39
면목5동,20231,39.1
면목5동,20232,39.2
면목5동,20233,39.2
면목5동,20234,38
면목5동,20241,38.1
면목5동,20242,38.3
면목5동,20243,39.5
면목5동,20244,39.5
면목5동,20244,39.4
면목5동,20251,39.5
면목5동,20252,39.4
면목5동,20253,39.4
면목5동,20254,39.4
면목본동,20211,51.2
면목본동,20212,51
면목본동,20213,50.7
면목본동,20214,50.4
면목본동,20221,38.8
면목본동,20222,38.9
면목본동,20223,39
면목본동,20224,39
면목본동,20231,39.1
면목본동,20232,39.2
면목본동,20233,39.2
면목본동,20234,38
면목본동,20241,38.1
면목본동,20242,38.3
면목본동,20243,39.5
면목본동,20244,39.5
면목본동,20244,39.4
면목본동,20251,39.5
면목본동,20252,39.4
면목본동,20253,39.4
면목본동,20254,39.4
면목7동,20211,51.2
면목7동,20212,51
면목7동,20213,50.7
면목7동,20214,50.4
면목7동,20221,38.8
면목7동,20222,38.9
면목7동,20223,39
면목7동,20224,39
면목7동,20231,39.1
면목7동,20232,39.2
면목7동,20233,39.2
면목7동,20234,38
면목7동,20241,38.1
면목7동,20242,38.3
면목7동,20243,39.5
면목7동,20244,39.5
면목7동,20244,39.4
면목7동,20251,39.5
면목7동,20252,39.4
면목7동,20253,39.4
면목7동,20254,39.4
면목3·8동,20211,51.2
면목3·8동,20212,51
면목3·8동,20213,50.7
면목3·8동,20214,50.4
면목3·8동,20221,38.8
면목3·8동,20222,38.9
면목3·8동,20223,39
면목3·8동,20224,39
면목3·8동,20231,39.1
면목3·8동,20232,39.2
면목3·8동,20233,39.2
면목3·8동,20234,38
면목3·8동,20241,38.1
면목3·8동,20242,38.3
면목3·8동,20243,39.5
면목3·8동,20244,39.5
면목3·8동,20244,39.4
면목3·8동,20251,39.5
면목3·8동,20252,39.4
면목3·8동,20253,39.4
면목3·8동,20254,39.4
상봉1동,20211,51.2
상봉1동,20212,51
상봉1동,20213,50.7
상봉1동,20214,50.4
상봉1동,20221,38.8
상봉1동,20222,38.9
상봉1동,20223,39
상봉1동,20224,39
상봉1동,20231,39.1
상봉1동,20232,39.2
상봉1동,20233,39.2
상봉1동,20234,38
상봉1동,20241,38.1
상봉1동,20242,38.3
상봉1동,20243,39.5
상봉1동,20244,39.5
상봉1동,20244,39.4
상봉1동,20251,39.5
상봉1동,20252,39.4
상봉1동,20253,39.4
상봉1동,20254,39.4
상봉2동,20211,51.2
상봉2동,20212,51
상봉2동,20213,50.7
상봉2동,20214,50.4
상봉2동,20221,38.8
상봉2동,20222,38.9
상봉2동,20223,39
상봉2동,20224,39
상봉2동,20231,39.1
상봉2동,20232,39.2
상봉2동,20233,39.2
상봉2동,20234,38
상봉2동,20241,38.1
상봉2동,20242,38.3
상봉2동,20243,39.5
상봉2동,20244,39.5
상봉2동,20244,39.4
상봉2동,20251,39.5
상봉2동,20252,39.4
상봉2동,20253,39.4
상봉2동,20254,39.4
중화1동,20211,51.2
중화1동,20212,51
중화1동,20213,50.7
중화1동,20214,50.4
중화1동,20221,38.8
중화1동,20222,38.9
중화1동,20223,39
중화1동,20224,39
중화1동,20231,39.1
중화1동,20232,39.2
중화1동,20233,39.2
중화1동,20234,38
중화1동,20241,38.1
중화1동,20242,38.3
중화1동,20243,39.5
중화1동,20244,39.5
중화1동,20244,39.4
중화1동,20251,39.5
중화1동,20252,39.4
중화1동,20253,39.4
중화1동,20254,39.4
중화2동,20211,51.2
중화2동,20212,51
중화2동,20213,50.7
중화2동,20214,50.4
중화2동,20221,38.8
중화2동,20222,38.9
중화2동,20223,39
중화2동,20224,39
중화2동,20231,39.1
중화2동,20232,39.2
중화2동,20233,39.2
중화2동,20234,38
중화2동,20241,38.1
중화2동,20242,38.3
중화2동,20243,39.5
중화2동,20244,39.5
중화2동,20244,39.4
중화2동,20251,39.5
중화2동,20252,39.4
중화2동,20253,39.4
중화2동,20254,39.4
묵1동,20211,51.2
묵1동,20212,51
묵1동,20213,50.7
묵1동,20214,50.4
묵1동,20221,38.8
묵1동,20222,38.9
묵1동,20223,39
묵1동,20224,39
묵1동,20231,39.1
묵1동,20232,39.2
묵1동,20233,39.2
묵1동,20234,38
묵1동,20241,38.1
묵1동,20242,38.3
묵1동,20243,39.5
묵1동,20244,39.5
묵1동,20244,39.4
묵1동,20251,39.5
묵1동,20252,39.4
묵1동,20253,39.4
묵1동,20254,39.4
묵2동,20211,51.2
묵2동,20212,51
묵2동,20213,50.7
묵2동,20214,50.4
묵2동,20221,38.8
묵2동,20222,38.9
묵2동,20223,39
묵2동,20224,39
묵2동,20231,39.1
묵2동,20232,39.2
묵2동,20233,39.2
묵2동,20234,38
묵2동,20241,38.1
묵2동,20242,38.3
묵2동,20243,39.5
묵2동,20244,39.5
묵2동,20244,39.4
묵2동,20251,39.5
묵2동,20252,39.4
묵2동,20253,39.4
묵2동,20254,39.4
망우본동,20211,51.2
망우본동,20212,51
망우본동,20213,50.7
망우본동,20214,50.4
망우본동,20221,38.8
망우본동,20222,38.9
망우본동,20223,39
망우본동,20224,39
망우본동,20231,39.1
망우본동,20232,39.2
망우본동,20233,39.2
망우본동,20234,38
망우본동,20241,38.1
망우본동,20242,38.3
망우본동,20243,39.5
망우본동,20244,39.5
망우본동,20244,39.4
망우본동,20251,39.5
망우본동,20252,39.4
망우본동,20253,39.4
망우본동,20254,39.4
망우3동,20211,51.2
망우3동,20212,51
망우3동,20213,50.7
망우3동,20214,50.4
망우3동,20221,38.8
망우3동,20222,38.9
망우3동,20223,39
망우3동,20224,39
망우3동,20231,39.1
망우3동,20232,39.2
망우3동,20233,39.2
망우3동,20234,38
망우3동,20241,38.1
망우3동,20242,38.3
망우3동,20243,39.5
망우3동,20244,39.5
망우3동,20244,39.4
망우3동,20251,39.5
망우3동,20252,39.4
망우3동,20253,39.4
망우3동,20254,39.4
신내1동,20211,51.2
신내1동,20212,51
신내1동,20213,50.7
신내1동,20214,50.4
신내1동,20221,38.8
신내1동,20222,38.9
신내1동,20223,39
신내1동,20224,39
신내1동,20231,39.1
신내1동,20232,39.2
신내1동,20233,39.2
신내1동,20234,38
신내1동,20241,38.1
신내1동,20242,38.3
신내1동,20243,39.5
신내1동,20244,39.5
신내1동,20244,39.4
신내1동,20251,39.5
신내1동,20252,39.4
신내1동,20253,39.4
신내1동,20254,39.4
신내2동,20211,51.2
신내2동,20212,51
신내2동,20213,50.7
신내2동,20214,50.4
신내2동,20221,38.8
신내2동,20222,38.9
신내2동,20223,39
신내2동,20224,39
신내2동,20231,39.1
신내2동,20232,39.2
신내2동,20233,39.2
신내2동,20234,38
신내2동,20241,38.1
신내2동,20242,38.3
신내2동,20243,39.5
신내2동,20244,39.5
신내2동,20244,39.4
신내2동,20251,39.5
신내2동,20252,39.4
신내2동,20253,39.4
신내2동,20254,39.4
성북동,20211,46.7
성북동,20212,46.7
성북동,20213,46.6
성북동,20214,46.5
성북동,20221,47.2
성북동,20222,47.4
성북동,20223,47.6
성북동,20224,47.5
성북동,20231,47.6
성북동,20232,47.6
성북동,20233,48.2
성북동,20234,48.2
성북동,20241,48.4
성북동,20242,48.7
성북동,20243,53.1
성북동,20244,53.2
성북동,20244,53.1
성북동,20251,53.2
성북동,20252,53.2
성북동,20253,53.1
성북동,20254,53.1
삼선동,20211,46.7
삼선동,20212,46.7
삼선동,20213,46.6
삼선동,20214,46.5
삼선동,20221,47.2
삼선동,20222,47.4
삼선동,20223,47.6
삼선동,20224,47.5
삼선동,20231,47.6
삼선동,20232,47.6
삼선동,20233,48.2
삼선동,20234,48.2
삼선동,20241,48.4
삼선동,20242,48.7
삼선동,20243,53.1
삼선동,20244,53.2
삼선동,20244,53.1
삼선동,20251,53.2
삼선동,20252,53.2
삼선동,20253,53.1
삼선동,20254,53.1
동선동,20211,46.7
동선동,20212,46.7
동선동,20213,46.6
동선동,20214,46.5
동선동,20221,47.2
동선동,20222,47.4
동선동,20223,47.6
동선동,20224,47.5
동선동,20231,47.6
동선동,20232,47.6
동선동,20233,48.2
동선동,20234,48.2
동선동,20241,48.4
동선동,20242,48.7
동선동,20243,53.1
동선동,20244,53.2
동선동,20244,53.1
동선동,20251,53.2
동선동,20252,53.2
동선동,20253,53.1
동선동,20254,53.1
돈암1동,20211,46.7
돈암1동,20212,46.7
돈암1동,20213,46.6
돈암1동,20214,46.5
돈암1동,20221,47.2
돈암1동,20222,47.4
돈암1동,20223,47.6
돈암1동,20224,47.5
돈암1동,20231,47.6
돈암1동,20232,47.6
돈암1동,20233,48.2
돈암1동,20234,48.2
돈암1동,20241,48.4
돈암1동,20242,48.7
돈암1동,20243,53.1
돈암1동,20244,53.2
돈암1동,20244,53.1
돈암1동,20251,53.2
돈암1동,20252,53.2
돈암1동,20253,53.1
돈암1동,20254,53.1
돈암2동,20211,46.7
돈암2동,20212,46.7
돈암2동,20213,46.6
돈암2동,20214,46.5
돈암2동,20221,47.2
돈암2동,20222,47.4
돈암2동,20223,47.6
돈암2동,20224,47.5
돈암2동,20231,47.6
돈암2동,20232,47.6
돈암2동,20233,48.2
돈암2동,20234,48.2
돈암2동,20241,48.4
돈암2동,20242,48.7
돈암2동,20243,53.1
돈암2동,20244,53.2
돈암2동,20244,53.1
돈암2동,20251,53.2
돈암2동,20252,53.2
돈암2동,20253,53.1
돈암2동,20254,53.1
안암동,20211,46.7
안암동,20212,46.7
안암동,20213,46.6
안암동,20214,46.5
안암동,20221,47.2
안암동,20222,47.4
안암동,20223,47.6
안암동,20224,47.5
안암동,20231,47.6
안암동,20232,47.6
안암동,20233,48.2
안암동,20234,48.2
안암동,20241,48.4
안암동,20242,48.7
안암동,20243,53.1
안암동,20244,53.2
안암동,20244,53.1
안암동,20251,53.2
안암동,20252,53.2
안암동,20253,53.1
안암동,20254,53.1
보문동,20211,46.7
보문동,20212,46.7
보문동,20213,46.6
보문동,20214,46.5
보문동,20221,47.2
보문동,20222,47.4
보문동,20223,47.6
보문동,20224,47.5
보문동,20231,47.6
보문동,20232,47.6
보문동,20233,48.2
보문동,20234,48.2
보문동,20241,48.4
보문동,20242,48.7
보문동,20243,53.1
보문동,20244,53.2
보문동,20244,53.1
보문동,20251,53.2
보문동,20252,53.2
보문동,20253,53.1
보문동,20254,53.1
정릉1동,20211,46.7
정릉1동,20212,46.7
정릉1동,20213,46.6
정릉1동,20214,46.5
정릉1동,20221,47.2
정릉1동,20222,47.4
정릉1동,20223,47.6
정릉1동,20224,47.5
정릉1동,20231,47.6
정릉1동,20232,47.6
정릉1동,20233,48.2
정릉1동,20234,48.2
정릉1동,20241,48.4
정릉1동,20242,48.7
정릉1동,20243,53.1
정릉1동,20244,53.2
정릉1동,20244,53.1
정릉1동,20251,53.2
정릉1동,20252,53.2
정릉1동,20253,53.1
정릉1동,20254,53.1
정릉2동,20211,46.7
정릉2동,20212,46.7
정릉2동,20213,46.6
정릉2동,20214,46.5
정릉2동,20221,47.2
정릉2동,20222,47.4
정릉2동,20223,47.6
정릉2동,20224,47.5
정릉2동,20231,47.6
정릉2동,20232,47.6
정릉2동,20233,48.2
정릉2동,20234,48.2
정릉2동,20241,48.4
정릉2동,20242,48.7
정릉2동,20243,53.1
정릉2동,20244,53.2
정릉2동,20244,53.1
정릉2동,20251,53.2
정릉2동,20252,53.2
정릉2동,20253,53.1
정릉2동,20254,53.1
정릉3동,20211,46.7
정릉3동,20212,46.7
정릉3동,20213,46.6
정릉3동,20214,46.5
정릉3동,20221,47.2
정릉3동,20222,47.4
정릉3동,20223,47.6
정릉3동,20224,47.5
정릉3동,20231,47.6
정릉3동,20232,47.6
정릉3동,20233,48.2
정릉3동,20234,48.2
정릉3동,20241,48.4
정릉3동,20242,48.7
정릉3동,20243,53.1
정릉3동,20244,53.2
정릉3동,20244,53.1
정릉3동,20251,53.2
정릉3동,20252,53.2
정릉3동,20253,53.1
정릉3동,20254,53.1
정릉4동,20211,46.7
정릉4동,20212,46.7
정릉4동,20213,46.6
정릉4동,20214,46.5
정릉4동,20221,47.2
정릉4동,20222,47.4
정릉4동,20223,47.6
정릉4동,20224,47.5
정릉4동,20231,47.6
정릉4동,20232,47.6
정릉4동,20233,48.2
정릉4동,20234,48.2
정릉4동,20241,48.4
정릉4동,20242,48.7
정릉4동,20243,53.1
정릉4동,20244,53.2
정릉4동,20244,53.1
정릉4동,20251,53.2
정릉4동,20252,53.2
정릉4동,20253,53.1
정릉4동,20254,53.1
길음1동,20211,46.7
길음1동,20212,46.7
길음1동,20213,46.6
길음1동,20214,46.5
길음1동,20221,47.2
길음1동,20222,47.4
길음1동,20223,47.6
길음1동,20224,47.5
길음1동,20231,47.6
길음1동,20232,47.6
길음1동,20233,48.2
길음1동,20234,48.2
길음1동,20241,48.4
길음1동,20242,48.7
길음1동,20243,53.1
길음1동,20244,53.2
길음1동,20244,53.1
길음1동,20251,53.2
길음1동,20252,53.2
길음1동,20253,53.1
길음1동,20254,53.1
길음2동,20211,46.7
길음2동,20212,46.7
길음2동,20213,46.6
길음2동,20214,46.5
길음2동,20221,47.2
길음2동,20222,47.4
길음2동,20223,47.6
길음2동,20224,47.5
길음2동,20231,47.6
길음2동,20232,47.6
길음2동,20233,48.2
길음2동,20234,48.2
길음2동,20241,48.4
길음2동,20242,48.7
길음2동,20243,53.1
길음2동,20244,53.2
길음2동,20244,53.1
길음2동,20251,53.2
길음2동,20252,53.2
길음2동,20253,53.1
길음2동,20254,53.1
종암동,20211,46.7
종암동,20212,46.7
종암동,20213,46.6
종암동,20214,46.5
종암동,20221,47.2
종암동,20222,47.4
종암동,20223,47.6
종암동,20224,47.5
종암동,20231,47.6
종암동,20232,47.6
종암동,20233,48.2
종암동,20234,48.2
종암동,20241,48.4
종암동,20242,48.7
종암동,20243,53.1
종암동,20244,53.2
종암동,20244,53.1
종암동,20251,53.2
종암동,20252,53.2
종암동,20253,53.1
종암동,20254,53.1
월곡1동,20211,46.7
월곡1동,20212,46.7
월곡1동,20213,46.6
월곡1동,20214,46.5
월곡1동,20221,47.2
월곡1동,20222,47.4
월곡1동,20223,47.6
월곡1동,20224,47.5
월곡1동,20231,47.6
월곡1동,20232,47.6
월곡1동,20233,48.2
월곡1동,20234,48.2
월곡1동,20241,48.4
월곡1동,20242,48.7
월곡1동,20243,53.1
월곡1동,20244,53.2
월곡1동,20244,53.1
월곡1동,20251,53.2
월곡1동,20252,53.2
월곡1동,20253,53.1
월곡1동,20254,53.1
월곡2동,20211,46.7
월곡2동,20212,46.7
월곡2동,20213,46.6
월곡2동,20214,46.5
월곡2동,20221,47.2
월곡2동,20222,47.4
월곡2동,20223,47.6
월곡2동,20224,47.5
월곡2동,20231,47.6
월곡2동,20232,47.6
월곡2동,20233,48.2
월곡2동,20234,48.2
월곡2동,20241,48.4
월곡2동,20242,48.7
월곡2동,20243,53.1
월곡2동,20244,53.2
월곡2동,20244,53.1
월곡2동,20251,53.2
월곡2동,20252,53.2
월곡2동,20253,53.1
월곡2동,20254,53.1
장위1동,20211,46.7
장위1동,20212,46.7
장위1동,20213,46.6
장위1동,20214,46.5
장위1동,20221,47.2
장위1동,20222,47.4
장위1동,20223,47.6
장위1동,20224,47.5
장위1동,20231,47.6
장위1동,20232,47.6
장위1동,20233,48.2
장위1동,20234,48.2
장위1동,20241,48.4
장위1동,20242,48.7
장위1동,20243,53.1
장위1동,20244,53.2
장위1동,20244,53.1
장위1동,20251,53.2
장위1동,20252,53.2
장위1동,20253,53.1
장위1동,20254,53.1
장위2동,20211,46.7
장위2동,20212,46.7
장위2동,20213,46.6
장위2동,20214,46.5
장위2동,20221,47.2
장위2동,20222,47.4
장위2동,20223,47.6
장위2동,20224,47.5
장위2동,20231,47.6
장위2동,20232,47.6
장위2동,20233,48.2
장위2동,20234,48.2
장위2동,20241,48.4
장위2동,20242,48.7
장위2동,20243,53.1
장위2동,20244,53.2
장위2동,20244,53.1
장위2동,20251,53.2
장위2동,20252,53.2
장위2동,20253,53.1
장위2동,20254,53.1
장위3동,20211,46.7
장위3동,20212,46.7
장위3동,20213,46.6
장위3동,20214,46.5
장위3동,20221,47.2
장위3동,20222,47.4
장위3동,20223,47.6
장위3동,20224,47.5
장위3동,20231,47.6
장위3동,20232,47.6
장위3동,20233,48.2
장위3동,20234,48.2
장위3동,20241,48.4
장위3동,20242,48.7
장위3동,20243,53.1
장위3동,20244,53.2
장위3동,20244,53.1
장위3동,20251,53.2
장위3동,20252,53.2
장위3동,20253,53.1
장위3동,20254,53.1
석관동,20211,46.7
석관동,20212,46.7
석관동,20213,46.6
석관동,20214,46.5
석관동,20221,47.2
석관동,20222,47.4
석관동,20223,47.6
석관동,20224,47.5
석관동,20231,47.6
석관동,20232,47.6
석관동,20233,48.2
석관동,20234,48.2
석관동,20241,48.4
석관동,20242,48.7
석관동,20243,53.1
석관동,20244,53.2
석관동,20244,53.1
석관동,20251,53.2
석관동,20252,53.2
석관동,20253,53.1
석관동,20254,53.1
삼양동,20211,45.4
삼양동,20212,45.5
삼양동,20213,45.4
삼양동,20214,45.3
삼양동,20221,44
삼양동,20222,44.1
삼양동,20223,44.2
삼양동,20224,44.3
삼양동,20231,44.4
삼양동,20232,44.6
삼양동,20233,44.7
삼양동,20234,44.8
삼양동,20241,44.8
삼양동,20242,44.8
삼양동,20243,46.2
삼양동,20244,46.1
삼양동,20244,45.8
삼양동,20251,46
삼양동,20252,45.9
삼양동,20253,45.8
삼양동,20254,45.8
미아동,20211,45.4
미아동,20212,45.5
미아동,20213,45.4
미아동,20214,45.3
미아동,20221,44
미아동,20222,44.1
미아동,20223,44.2
미아동,20224,44.3
미아동,20231,44.4
미아동,20232,44.6
미아동,20233,44.7
미아동,20234,44.8
미아동,20241,44.8
미아동,20242,44.8
미아동,20243,46.2
미아동,20244,46.1
미아동,20244,45.8
미아동,20251,46
미아동,20252,45.9
미아동,20253,45.8
미아동,20254,45.8
송중동,20211,45.4
송중동,20212,45.5
송중동,20213,45.4
송중동,20214,45.3
송중동,20221,44
송중동,20222,44.1
송중동,20223,44.2
송중동,20224,44.3
송중동,20231,44.4
송중동,20232,44.6
송중동,20233,44.7
송중동,20234,44.8
송중동,20241,44.8
송중동,20242,44.8
송중동,20243,46.2
송중동,20244,46.1
송중동,20244,45.8
송중동,20251,46
송중동,20252,45.9
송중동,20253,45.8
송중동,20254,45.8
송천동,20211,45.4
송천동,20212,45.5
송천동,20213,45.4
송천동,20214,45.3
송천동,20221,44
송천동,20222,44.1
송천동,20223,44.2
송천동,20224,44.3
송천동,20231,44.4
송천동,20232,44.6
송천동,20233,44.7
송천동,20234,44.8
송천동,20241,44.8
송천동,20242,44.8
송천동,20243,46.2
송천동,20244,46.1
송천동,20244,45.8
송천동,20251,46
송천동,20252,45.9
송천동,20253,45.8
송천동,20254,45.8
삼각산동,20211,45.4
삼각산동,20212,45.5
삼각산동,20213,45.4
삼각산동,20214,45.3
삼각산동,20221,44
삼각산동,20222,44.1
삼각산동,20223,44.2
삼각산동,20224,44.3
삼각산동,20231,44.4
삼각산동,20232,44.6
삼각산동,20233,44.7
삼각산동,20234,44.8
삼각산동,20241,44.8
삼각산동,20242,44.8
삼각산동,20243,46.2
삼각산동,20244,46.1
삼각산동,20244,45.8
삼각산동,20251,46
삼각산동,20252,45.9
삼각산동,20253,45.8
삼각산동,20254,45.8
번1동,20211,45.4
번1동,20212,45.5
번1동,20213,45.4
번1동,20214,45.3
번1동,20221,44
번1동,20222,44.1
번1동,20223,44.2
번1동,20224,44.3
번1동,20231,44.4
번1동,20232,44.6
번1동,20233,44.7
번1동,20234,44.8
번1동,20241,44.8
번1동,20242,44.8
번1동,20243,46.2
번1동,20244,46.1
번1동,20244,45.8
번1동,20251,46
번1동,20252,45.9
번1동,20253,45.8
번1동,20254,45.8
번2동,20211,45.4
번2동,20212,45.5
번2동,20213,45.4
번2동,20214,45.3
번2동,20221,44
번2동,20222,44.1
번2동,20223,44.2
번2동,20224,44.3
번2동,20231,44.4
번2동,20232,44.6
번2동,20233,44.7
번2동,20234,44.8
번2동,20241,44.8
번2동,20242,44.8
번2동,20243,46.2
번2동,20244,46.1
번2동,20244,45.8
번2동,20251,46
번2동,20252,45.9
번2동,20253,45.8
번2동,20254,45.8
번3동,20211,45.4
번3동,20212,45.5
번3동,20213,45.4
번3동,20214,45.3
번3동,20221,44
번3동,20222,44.1
번3동,20223,44.2
번3동,20224,44.3
번3동,20231,44.4
번3동,20232,44.6
번3동,20233,44.7
번3동,20234,44.8
번3동,20241,44.8
번3동,20242,44.8
번3동,20243,46.2
번3동,20244,46.1
번3동,20244,45.8
번3동,20251,46
번3동,20252,45.9
번3동,20253,45.8
번3동,20254,45.8
수유1동,20211,45.4
수유1동,20212,45.5
수유1동,20213,45.4
수유1동,20214,45.3
수유1동,20221,44
수유1동,20222,44.1
수유1동,20223,44.2
수유1동,20224,44.3
수유1동,20231,44.4
수유1동,20232,44.6
수유1동,20233,44.7
수유1동,20234,44.8
수유1동,20241,44.8
수유1동,20242,44.8
수유1동,20243,46.2
수유1동,20244,46.1
수유1동,20244,45.8
수유1동,20251,46
수유1동,20252,45.9
수유1동,20253,45.8
수유1동,20254,45.8
수유2동,20211,45.4
수유2동,20212,45.5
수유2동,20213,45.4
수유2동,20214,45.3
수유2동,20221,44
수유2동,20222,44.1
수유2동,20223,44.2
수유2동,20224,44.3
수유2동,20231,44.4
수유2동,20232,44.6
수유2동,20233,44.7
수유2동,20234,44.8
수유2동,20241,44.8
수유2동,20242,44.8
수유2동,20243,46.2
수유2동,20244,46.1
수유2동,20244,45.8
수유2동,20251,46
수유2동,20252,45.9
수유2동,20253,45.8
수유2동,20254,45.8
수유3동,20211,45.4
수유3동,20212,45.5
수유3동,20213,45.4
수유3동,20214,45.3
수유3동,20221,44
수유3동,20222,44.1
수유3동,20223,44.2
수유3동,20224,44.3
수유3동,20231,44.4
수유3동,20232,44.6
수유3동,20233,44.7
수유3동,20234,44.8
수유3동,20241,44.8
수유3동,20242,44.8
수유3동,20243,46.2
수유3동,20244,46.1
수유3동,20244,45.8
수유3동,20251,46
수유3동,20252,45.9
수유3동,20253,45.8
수유3동,20254,45.8
우이동,20211,45.4
우이동,20212,45.5
우이동,20213,45.4
우이동,20214,45.3
우이동,20221,44
우이동,20222,44.1
우이동,20223,44.2
우이동,20224,44.3
우이동,20231,44.4
우이동,20232,44.6
우이동,20233,44.7
우이동,20234,44.8
우이동,20241,44.8
우이동,20242,44.8
우이동,20243,46.2
우이동,20244,46.1
우이동,20244,45.8
우이동,20251,46
우이동,20252,45.9
우이동,20253,45.8
우이동,20254,45.8
인수동,20211,45.4
인수동,20212,45.5
인수동,20213,45.4
인수동,20214,45.3
인수동,20221,44
인수동,20222,44.1
인수동,20223,44.2
인수동,20224,44.3
인수동,20231,44.4
인수동,20232,44.6
인수동,20233,44.7
인수동,20234,44.8
인수동,20241,44.8
인수동,20242,44.8
인수동,20243,46.2
인수동,20244,46.1
인수동,20244,45.8
인수동,20251,46
인수동,20252,45.9
인수동,20253,45.8
인수동,20254,45.8
창1동,20211,51.2
창1동,20212,51
창1동,20213,50.7
창1동,20214,50.4
창1동,20221,50.6
창1동,20222,50.7
창1동,20223,50.9
창1동,20224,51
창1동,20231,51.3
창1동,20232,51.3
창1동,20233,51.5
창1동,20234,51.7
창1동,20241,51.9
창1동,20242,52.1
창1동,20243,47.5
창1동,20244,47.8
창1동,20244,47.5
창1동,20251,47.8
창1동,20252,47.6
창1동,20253,47.6
창1동,20254,47.5
창2동,20211,51.2
창2동,20212,51
창2동,20213,50.7
창2동,20214,50.4
창2동,20221,50.6
창2동,20222,50.7
창2동,20223,50.9
창2동,20224,51
창2동,20231,51.3
창2동,20232,51.3
창2동,20233,51.5
창2동,20234,51.7
창2동,20241,51.9
창2동,20242,52.1
창2동,20243,47.5
창2동,20244,47.8
창2동,20244,47.5
창2동,20251,47.8
창2동,20252,47.6
창2동,20253,47.6
창2동,20254,47.5
창3동,20211,51.2
창3동,20212,51
창3동,20213,50.7
창3동,20214,50.4
창3동,20221,50.6
창3동,20222,50.7
창3동,20223,50.9
창3동,20224,51
창3동,20231,51.3
창3동,20232,51.3
창3동,20233,51.5
창3동,20234,51.7
창3동,20241,51.9
창3동,20242,52.1
창3동,20243,47.5
창3동,20244,47.8
창3동,20244,47.5
창3동,20251,47.8
창3동,20252,47.6
창3동,20253,47.6
창3동,20254,47.5
창4동,20211,51.2
창4동,20212,51
창4동,20213,50.7
창4동,20214,50.4
창4동,20221,50.6
창4동,20222,50.7
창4동,20223,50.9
창4동,20224,51
창4동,20231,51.3
창4동,20232,51.3
창4동,20233,51.5
창4동,20234,51.7
창4동,20241,51.9
창4동,20242,52.1
창4동,20243,47.5
창4동,20244,47.8
창4동,20244,47.5
창4동,20251,47.8
창4동,20252,47.6
창4동,20253,47.6
창4동,20254,47.5
창5동,20211,51.2
창5동,20212,51
창5동,20213,50.7
창5동,20214,50.4
창5동,20221,50.6
창5동,20222,50.7
창5동,20223,50.9
창5동,20224,51
창5동,20231,51.3
창5동,20232,51.3
창5동,20233,51.5
창5동,20234,51.7
창5동,20241,51.9
창5동,20242,52.1
창5동,20243,47.5
창5동,20244,47.8
창5동,20244,47.5
창5동,20251,47.8
창5동,20252,47.6
창5동,20253,47.6
창5동,20254,47.5
도봉1동,20211,51.2
도봉1동,20212,51
도봉1동,20213,50.7
도봉1동,20214,50.4
도봉1동,20221,50.6
도봉1동,20222,50.7
도봉1동,20223,50.9
도봉1동,20224,51
도봉1동,20231,51.3
도봉1동,20232,51.3
도봉1동,20233,51.5
도봉1동,20234,51.7
도봉1동,20241,51.9
도봉1동,20242,52.1
도봉1동,20243,47.5
도봉1동,20244,47.8
도봉1동,20244,47.5
도봉1동,20251,47.8
도봉1동,20252,47.6
도봉1동,20253,47.6
도봉1동,20254,47.5
도봉2동,20211,51.2
도봉2동,20212,51
도봉2동,20213,50.7
도봉2동,20214,50.4
도봉2동,20221,50.6
도봉2동,20222,50.7
도봉2동,20223,50.9
도봉2동,20224,51
도봉2동,20231,51.3
도봉2동,20232,51.3
도봉2동,20233,51.5
도봉2동,20234,51.7
도봉2동,20241,51.9
도봉2동,20242,52.1
도봉2동,20243,47.5
도봉2동,20244,47.8
도봉2동,20244,47.5
도봉2동,20251,47.8
도봉2동,20252,47.6
도봉2동,20253,47.6
도봉2동,20254,47.5
쌍문1동,20211,51.2
쌍문1동,20212,51
쌍문1동,20213,50.7
쌍문1동,20214,50.4
쌍문1동,20221,50.6
쌍문1동,20222,50.7
쌍문1동,20223,50.9
쌍문1동,20224,51
쌍문1동,20231,51.3
쌍문1동,20232,51.3
쌍문1동,20233,51.5
쌍문1동,20234,51.7
쌍문1동,20241,51.9
쌍문1동,20242,52.1
쌍문1동,20243,47.5
쌍문1동,20244,47.8
쌍문1동,20244,47.5
쌍문1동,20251,47.8
쌍문1동,20252,47.6
쌍문1동,20253,47.6
쌍문1동,20254,47.5
쌍문2동,20211,51.2
쌍문2동,20212,51
쌍문2동,20213,50.7
쌍문2동,20214,50.4
쌍문2동,20221,50.6
쌍문2동,20222,50.7
쌍문2동,20223,50.9
쌍문2동,20224,51
쌍문2동,20231,51.3
쌍문2동,20232,51.3
쌍문2동,20233,51.5
쌍문2동,20234,51.7
쌍문2동,20241,51.9
쌍문2동,20242,52.1
쌍문2동,20243,47.5
쌍문2동,20244,47.8
쌍문2동,20244,47.5
쌍문2동,20251,47.8
쌍문2동,20252,47.6
쌍문2동,20253,47.6
쌍문2동,20254,47.5
쌍문3동,20211,51.2
쌍문3동,20212,51
쌍문3동,20213,50.7
쌍문3동,20214,50.4
쌍문3동,20221,50.6
쌍문3동,20222,50.7
