정류장_ID,정류장_명칭,정류장_유형,정류장_번호,위도,경도,버스도착정보안내기_설치_여부,행정동
100000001,종로2가사거리,중앙차로,1001,37.5698055407,126.9877522923,설치   ,명동
100000002,창경궁.서울대학교병원,중앙차로,1002,37.579432932,126.9965206101,설치   ,종로1·2·3·4가동
100000003,명륜3가.성대입구,중앙차로,1003,37.5825800121,126.9982508372,설치   ,이화동
100000004,종로2가.삼일교,중앙차로,1004,37.5685792736,126.9876130976,설치   ,명동
100000005,혜화동로터리.여운형활동터,중앙차로,1005,37.586243,127.001744,설치   ,이화동
100000006,경기상고,일반차로,1101,37.5875502159,126.9693634554,설치   ,청운효자동
100000007,신교동,일반차로,1102,37.5832955233,126.9702626865,설치   ,청운효자동
100000008,경기상고,일반차로,1103,37.5871907861,126.9697701102,설치   ,청운효자동
100000009,경복고교,일반차로,1104,37.5851600316,126.9708802468,설치   ,청운효자동
100000010,청운중학교,일반차로,1105,37.587810579,126.9726741314,설치   ,청운효자동
100000011,자하문고개.윤동주문학관,일반차로,1106,37.5921866176,126.9671261805,설치   ,청운효자동
100000012,자하문고개.윤동주문학관,일반차로,1107,37.5923353152,126.9671906625,설치   ,청운효자동
100000013,청운중학교,일반차로,1108,37.5884219586,126.9722631304,설치   ,청운효자동
100000014,경복고교,일반차로,1109,37.5850633028,126.9714039185,설치   ,청운효자동
100000015,통인시장종로구보건소,일반차로,1110,37.5803257033,126.9710500404,설치   ,사직동
100000016,통인시장종로구보건소,일반차로,1111,37.5805132118,126.9713851083,설치   ,사직동
100000017,효자동,일반차로,1112,37.583091043,126.9706209712,설치   ,청운효자동
100000018,사직단.어린이도서관,일반차로,1113,37.5751355316,126.9679907155,설치   ,교남동
100000019,경복궁역1번출구,일반차로,1114,37.5761614873,126.9714158133,설치   ,사직동
100000020,경복궁역2번출구,일반차로,1115,37.577040144,126.9721994292,설치   ,사직동
100000021,경복궁역3번출구,일반차로,1116,37.5776713863,126.9722828893,설치   ,사직동
100000022,경복궁,일반차로,1117,37.5755767894,126.9787471496,설치   ,사직동
100000023,광화문역2번출구.KT광화문지사,일반차로,1118,37.5723209262,126.9774162769,설치   ,소공동
100000025,광화문역6번출구,일반차로,1120,37.5700448348,126.97640724,설치   ,소공동
100000028,서울역사박물관.강북삼성병원,일반차로,1123,37.570023,126.971248,설치   ,소공동
100000029,새문안교회,일반차로,1124,37.5703368912,126.9728386477,미설치  ,소공동
100000030,광화문역7번출구,일반차로,1125,37.570365,126.975837,설치   ,소공동
100000031,세종문화회관,일반차로,1126,37.5736489318,126.9769975778,설치   ,사직동
100000032,서울경찰청.경복궁역,일반차로,1127,37.5757446636,126.9714842989,설치   ,사직동
100000033,사직단,일반차로,1128,37.5748553458,126.968188961,설치   ,교남동
100000034,광화문역6번출구.광화문빌딩,일반차로,1129,37.5695035518,126.9768637419,설치   ,소공동
100000035,덕성여중고,일반차로,1130,37.5757693863,126.981972246,설치   ,종로1·2·3·4가동
100000036,안국역.서울공예박물관,일반차로,1131,37.5760695565,126.9839957858,설치   ,종로1·2·3·4가동
100000037,국민은행세검정지점,일반차로,1132,37.6046629766,126.9608880061,설치   ,부암동
100000038,세검정초등학교,일반차로,1133,37.6025022799,126.9612198463,설치   ,부암동
100000039,세검정.상명대,일반차로,1134,37.6004770909,126.9582921267,설치   ,부암동
100000040,상명대입구.석파랑,일반차로,1135,37.5994133537,126.958570225,설치   ,부암동
100000041,하림각,일반차로,1136,37.5981330665,126.9617068235,설치   ,부암동
100000042,자하문터널입구.석파정,일반차로,1137,37.5955935123,126.9636434993,설치   ,부암동
100000043,부암동주민센터.무계원,일반차로,1138,37.5927670827,126.9642221989,설치   ,부암동
100000044,부암동주민센터.무계원,일반차로,1139,37.5927861733,126.9651419211,설치   ,부암동
100000045,자하문터널입구.석파정,일반차로,1140,37.5955575712,126.9639775924,설치   ,부암동
100000046,하림각,일반차로,1141,37.5981476478,126.962215308,설치   ,부암동
100000047,상명대입구.세검정교회,일반차로,1142,37.5996163318,126.9592405649,설치   ,부암동
100000048,세검정.세검정성당,일반차로,1143,37.6006470965,126.959155798,설치   ,부암동
100000049,세검정초등학교,일반차로,1144,37.6022680671,126.9614328894,설치   ,부암동
100000051,국민은행세검정지점,일반차로,1146,37.6048461618,126.9611926889,설치   ,부암동
100000053,승가사입구,일반차로,1148,37.6115844138,126.9563059978,미설치  ,홍은1동
100000054,구기동현대빌라,일반차로,1149,37.6100355035,126.9564575503,설치   ,홍은1동
100000055,구기터널.삼성출판박물관,일반차로,1150,37.6086098941,126.9562103294,설치   ,홍은1동
100000056,구기터널.삼성출판박물관,일반차로,1151,37.6083054034,126.9564166508,설치   ,홍은1동
100000057,구기동,일반차로,1152,37.6069644475,126.9585297928,설치   ,부암동
100000058,구기동,일반차로,1153,37.6070088003,126.9591017479,설치   ,부암동
100000059,승가사입구,일반차로,1154,37.61148,126.956482,미설치  ,홍은1동
100000060,갑을씨티텔앞,일반차로,1155,37.6043709709,126.9635350292,설치   ,부암동
100000061,평창파출소,일반차로,1156,37.6053223656,126.9660432906,설치   ,부암동
100000062,평창동주민센터,일반차로,1157,37.6066073749,126.9695663093,설치   ,부암동
100000063,일성아파트,일반차로,1158,37.6088723554,126.9729237379,설치   ,평창동
100000064,롯데아파트,일반차로,1159,37.6103897208,126.9763156152,설치   ,평창동
100000065,롯데아파트,일반차로,1160,37.610248,126.976652,설치   ,평창동
100000066,벽산평창힐스아파트,일반차로,1161,37.60819,126.972797,설치   ,평창동
100000067,예능교회,일반차로,1162,37.606517,126.97,설치   ,부암동
100000068,서울예술고등학교.평창동주민센터,일반차로,1163,37.6057787606,126.9676276108,설치   ,부암동
100000069,화정박물관,일반차로,1164,37.6045038178,126.9648102665,설치   ,부암동
100000072,독립문역.서대문형무소역사관,일반차로,1167,37.573395,126.959322,설치   ,천연동
100000073,금화초등학교.서울시교육청,일반차로,1168,37.568297,126.964532,설치   ,교남동
100000075,독립문,일반차로,1171,37.5713430165,126.9614303112,미설치  ,교남동
100000076,창덕궁.우리소리박물관,일반차로,1172,37.5775405746,126.9885394479,설치   ,종로1·2·3·4가동
100000077,서린동.SK서린빌딩,일반차로,1173,37.5692639006,126.9800947893,미설치  ,소공동
100000078,청계1가.장통교,일반차로,1174,37.568684389,126.9849267193,미설치  ,명동
100000079,청계2가.수표교,일반차로,1175,37.5684453156,126.9908172161,미설치  ,명동
100000080,청계4가.세운교,일반차로,1176,37.5689254028,126.9965617399,미설치  ,을지로동
100000081,청계5가.광장시장,일반차로,1177,37.5694512793,126.9997973605,설치   ,을지로동
100000102,원남동,가로변시간,1198,37.5745325055,126.9973383362,설치   ,을지로동
100000103,창덕궁.우리소리박물관,일반차로,1199,37.5772726542,126.9889538872,설치   ,종로1·2·3·4가동
100000104,안국역6번출구.인사동문화의거리,일반차로,1200,37.575798979,126.9841344381,설치   ,종로1·2·3·4가동
100000105,조계사.종로경찰서,일반차로,1201,37.5725223095,126.9831555803,설치   ,명동
100000106,조계사.종로경찰서,일반차로,1202,37.5724858087,126.9828258888,설치   ,명동
100000107,안국동사거리,일반차로,1203,37.5746105669,126.9827201116,설치   ,명동
100000108,효제동.김상옥의거터,가로변시간,1204,37.5745,127.00223,설치   ,종로5·6가동
100000109,종로5가.효제초등학교,가로변시간,1205,37.5728790133,127.0021442279,설치   ,종로5·6가동
100000116,종로5가역6번출구,일반차로,1212,37.5705596025,127.0021826522,설치   ,광희동
100000117,청계5가.마전교,일반차로,1213,37.5698351103,127.0028494203,미설치  ,광희동
100000118,동대문,일반차로,1214,37.5717262368,127.0084126252,설치   ,종로5·6가동
100000119,충신동,일반차로,1215,37.5740223509,127.006278812,설치   ,종로5·6가동
100000121,충신동,일반차로,1217,37.5744602778,127.0063433807,설치   ,종로5·6가동
100000122,연지공원앞,일반차로,1218,37.5759104142,127.0008065808,설치   ,종로5·6가동
100000123,방송통신대.이화장,가로변전일,1219,37.578043,127.002437,설치   ,종로5·6가동
100000124,혜화역2번출구.마로니에공원,가로변전일,1220,37.5811194873,127.0022769364,설치   ,이화동
100000125,혜화역3번출구.서울대병원입구,가로변전일,1221,37.5809559696,127.0018481852,미설치  ,이화동
100000126,방송통신대.이화장,일반차로,1222,37.5777889737,127.0019782952,설치   ,종로5·6가동
100000127,연지공원앞,일반차로,1223,37.576119355,127.0006951494,미설치  ,종로5·6가동
100000128,창경궁.서울대학교병원,일반차로,1224,37.5788279947,126.9968717143,설치   ,종로1·2·3·4가동
100000129,이화동(이화장),일반차로,1225,37.5759372914,127.0032708172,설치   ,종로5·6가동
100000130,혜화동로터리,일반차로,1226,37.5855803307,127.0006878052,설치   ,이화동
100000131,명륜동2가.성균관대입구,일반차로,1227,37.5834170764,126.9993412723,설치   ,이화동
100000132,혜화역.서울연극센터(장면총리가옥),일반차로,1228,37.5840306853,127.0014608831,설치   ,이화동
100000133,혜화역.동성중고(장면총리가옥),가로변시간,1229,37.5845329425,127.0015561579,설치   ,이화동
100000135,종로구민회관.창신동두산아파트,일반차로,1231,37.5740926792,127.0155555279,설치   ,창신1동
100000139,동묘앞역6번출구,일반차로,1235,37.5716849566,127.0156014431,미설치  ,신당동
100000140,동묘앞역5번출구,일반차로,1236,37.5719221488,127.0159450485,미설치  ,창신1동
100000142,창신3동주민센터,일반차로,1238,37.578413,127.015178,설치   ,숭인1동
100000143,숭인1동주민센터.창신역4번출구,일반차로,1239,37.5786281555,127.0154557816,설치   ,숭인1동
100000144,동묘앞역.롯데캐슬천지인,일반차로,1240,37.5741800523,127.0158023517,설치   ,창신1동
100000147,신설동역오거리,일반차로,1243,37.5756947252,127.0228414296,설치   ,숭인2동
100000150,구기동현대빌라,일반차로,1246,37.609682,126.956622,설치   ,홍은1동
100000151,광장시장,일반차로,1247,37.5694963125,126.9977437946,설치   ,을지로동
100000153,서울특별시재향군인회관,가로변시간,1249,37.5725807445,126.9974787875,미설치  ,을지로동
100000154,서울역사박물관,일반차로,1250,37.5699003386,126.9721318077,미설치  ,소공동
100000155,청계3가.관수교,일반차로,1251,37.5686887917,126.9937793705,미설치  ,을지로동
100000156,청계6가.버들다리,일반차로,1252,37.5699303868,127.0080377075,미설치  ,광희동
100000157,청계7가.맑은내다리,일반차로,1253,37.5700419608,127.0130967122,미설치  ,신당동
100000158,청계8가.영도교,일반차로,1254,37.5708949889,127.0181256262,미설치  ,황학동
100000159,원남동사거리,일반차로,1256,37.5757617378,126.9981123217,미설치  ,을지로동
100000165,숭인2동주민센터,일반차로,1262,37.5742721533,127.0204373408,설치   ,숭인2동
100000169,조계사,일반차로,1267,37.572800338,126.9831609226,설치   ,명동
100000174,세종문화회관,일반차로,1272,37.5733655664,126.9770167126,설치   ,소공동
100000179,이화동(이화장),일반차로,1277,37.576257,127.002955,미설치  ,종로5·6가동
100000180,상명대정문,일반차로,1278,37.601417,126.955143,설치   ,홍제3동
100000181,이북오도청,일반차로,1279,37.6127234824,126.9559729686,설치   ,홍은1동
100000188,상명대입구.세검정교회,일반차로,1286,37.5994435122,126.9597921957,설치   ,부암동
100000189,상명대입구.석파랑,일반차로,1287,37.5995718125,126.9581941404,설치   ,부암동
100000190,종로중부새마을금고,일반차로,1288,37.5724174899,127.0065911394,설치   ,종로5·6가동
100000191,신설동역오거리.서울풍물시장,일반차로,1289,37.5742548131,127.0231950517,미설치  ,황학동
100000192,청계2가.삼일교,일반차로,1291,37.5683454305,126.9869890809,설치   ,명동
100000193,청계8가.황학교,일반차로,1292,37.5721307298,127.0227870051,미설치  ,황학동
100000329,광화문,일반차로,1762,37.5703374879,126.9755694982,미설치  ,소공동
100000330,종로1가,일반차로,1763,37.57037,126.980129,설치   ,소공동
100000333,종로2가,일반차로,1766,37.5700824558,126.9864618183,미설치  ,명동
100000334,종로3가역11번출구,일반차로,1767,37.5706348964,126.9932082199,미설치  ,을지로동
100000335,종로3가,일반차로,1768,37.5701024255,126.9909932186,미설치  ,을지로동
100000336,종로4가,일반차로,1769,37.5704692645,126.9962507486,미설치  ,을지로동
100000338,동대문종합시장.종로6가,일반차로,1771,37.5708647997,127.0032911936,미설치  ,광희동
100000343,경복궁역,일반차로,1777,37.5761780936,126.9715056448,미설치  ,사직동
100000344,경복궁역7번출구,일반차로,1778,37.5758191735,126.971681974,미설치  ,사직동
100000345,안국역,일반차로,1779,37.5766137515,126.985229602,미설치  ,종로1·2·3·4가동
100000346,안국역,일반차로,1780,37.5763185096,126.9855059829,미설치  ,종로1·2·3·4가동
100000347,창덕궁,일반차로,1781,37.5775204226,126.9889000774,미설치  ,종로1·2·3·4가동
100000348,성대입구,일반차로,1782,37.5832827975,126.9992357955,미설치  ,이화동
100000355,평창동삼성아파트,일반차로,1293,37.6111800895,126.9787981475,설치   ,평창동
100000360,창경궁.고궁호텔.메이플레이스호텔,일반차로,1733,37.5765581609,126.9974492169,미설치  ,종로1·2·3·4가동
100000362,영천시장,중앙차로,13037,37.5695278692,126.9631353297,설치   ,교남동
100000363,영천시장,중앙차로,13036,37.5699391328,126.9625329584,설치   ,교남동
100000364,동묘앞역2번출구,일반차로,1245,37.5736431148,127.0175234975,설치   ,창신1동
100000365,동대문역.흥인지문,중앙차로,1037,37.5721524474,127.0124191046,설치   ,창신1동
100000366,동묘앞.서울혜화경찰서,중앙차로,1041,37.5738321574,127.0186102731,설치   ,황학동
100000367,동묘앞.서울혜화경찰서,중앙차로,1044,37.5742464626,127.0195527812,설치   ,숭인2동
100000368,서대문역사거리.적십자병원,일반차로,1169,37.5671081521,126.9675878497,설치   ,중림동
100000369,안국역.서울공예박물관,일반차로,1295,37.5764140065,126.9848871214,설치   ,종로1·2·3·4가동
100000370,안국역5번출구,일반차로,1294,37.5763329308,126.9855365486,설치   ,종로1·2·3·4가동
100000371,창덕궁,일반차로,1296,37.5772280879,126.9890031166,미설치  ,종로1·2·3·4가동
100000376,삼성강북병원.경교장,일반차로,1165,37.568145927,126.9686004828,미설치  ,소공동
100000379,서울역사박물관.경희궁앞,중앙차로,1008,37.5695119837,126.9707589959,설치   ,소공동
100000380,서울역사박물관.경희궁앞,중앙차로,1007,37.569135,126.97038,설치   ,소공동
100000384,광화문역,중앙차로,1009,37.5701416811,126.9763534416,설치   ,소공동
100000385,광화문역,중앙차로,1010,37.5702396638,126.9778802991,설치   ,소공동
100000386,종로1가,중앙차로,1011,37.5701482455,126.9810660928,설치   ,명동
100000387,종로1가,중앙차로,1012,37.5702710116,126.9816283242,설치   ,명동
100000388,종로2가,중앙차로,1013,37.5701723774,126.9849902588,설치   ,명동
100000389,종로2가,중앙차로,1014,37.5702378859,126.9865353674,설치   ,명동
100000390,종로3가.탑골공원,중앙차로,1015,37.5702088889,126.9893256464,설치   ,명동
100000391,종로3가.탑골공원,중앙차로,1016,37.5703605443,126.9899877751,설치   ,명동
100000392,종로4가.종묘,중앙차로,1017,37.5705069968,126.9947218896,설치   ,을지로동
100000393,종로4가.종묘,중앙차로,1018,37.570635002,126.995395739,설치   ,을지로동
100000394,종로5가.광장시장,중앙차로,1019,37.5707860047,126.9990604685,설치   ,을지로동
100000395,종로5가.광장시장,중앙차로,1020,37.570930167,126.9996038113,설치   ,을지로동
100000396,종로6가.동대문종합시장,중앙차로,1021,37.5710111729,127.004462788,설치   ,광희동
100000397,종로6가.동대문종합시장,중앙차로,1022,37.5711272339,127.0057137364,설치   ,광희동
100000398,동대문역.흥인지문,중앙차로,1023,37.572447536,127.013815948,설치   ,창신1동
100000399,동대문역JW메리어트동대문호텔,일반차로,1901,37.5706369793,127.0092820998,미설치  ,광희동
100000400,청와대,일반차로,1918,37.582684814,126.9737600308,설치   ,청운효자동
100000401,통인시장,일반차로,1910,37.5791187605,126.9713315727,미설치  ,사직동
100000402,세종문화회관,일반차로,1911,37.5731558567,126.9770139456,미설치  ,소공동
100000403,인사동.탑골공원,일반차로,1913,37.5701155367,126.9888006413,미설치  ,명동
100000404,종묘.세운상가,일반차로,1914,37.5703736241,126.9934997231,미설치  ,을지로동
100000405,광장시장,일반차로,1915,37.5707521431,126.9996789008,미설치  ,을지로동
100000406,동묘.숭인동도깨비시장,일반차로,1916,37.5734766013,127.0180439092,미설치  ,창신1동
100000407,대학로,일반차로,1902,37.58189612,127.0021204164,미설치  ,이화동
100000408,창경궁,일반차로,1903,37.5791596347,126.9964163097,미설치  ,종로1·2·3·4가동
100000409,창덕궁,일반차로,1904,37.5775301708,126.9901776043,미설치  ,종로1·2·3·4가동
100000410,인사동.북촌,일반차로,1905,37.5758950223,126.9837977873,미설치  ,종로1·2·3·4가동
100000411,경복궁.국립민속박물관,일반차로,1906,37.579339181,126.9795487018,미설치  ,사직동
100000412,세종문화회관,일반차로,1907,37.5731388499,126.9769120216,미설치  ,소공동
100000413,남인사마당,일반차로,1297,37.5713191723,126.9874286375,미설치  ,명동
100000414,창덕궁.돈화문국악당,일반차로,1209,37.5774327721,126.991234977,미설치  ,종로1·2·3·4가동
100000415,영추문,일반차로,1119,37.5789303855,126.9739817664,미설치  ,사직동
100000416,청와대,일반차로,1601,37.5829712951,126.973768082,미설치  ,청운효자동
100000417,춘추문,일반차로,1602,37.5831276121,126.9796554436,설치   ,가회동
100000418,경복궁.국립민속박물관,일반차로,1603,37.5794135204,126.9795911351,미설치  ,사직동
100000419,경복궁역(효자로입구),일반차로,1280,37.576709505,126.9743023448,미설치  ,사직동
100000420,효자로입구(가상),가상정류장,1604,37.5762883258,126.9744666366,미설치  ,사직동
100000421,유림회관앞,마을버스,1612,37.5858955968,126.9969805237,미설치  ,혜화동
100000422,서울역사박물관.경희궁,일반차로,1919,37.569902,126.971956,미설치  ,소공동
100900002,경진빌라,마을버스,1863,37.6018640911,126.9579482257,미설치  ,부암동
100900003,혜화초등학교,마을버스,1532,37.5872532276,126.9998516643,미설치  ,혜화동
100900004,명륜시장.성대후문,마을버스,1864,37.5887246101,126.9952305162,미설치  ,혜화동
100900005,오거리.한옥마을입구,마을버스,1530,37.579404615,126.9696088803,미설치  ,사직동
100900006,완성빌라,마을버스,1865,37.6033399708,126.9576665157,미설치  ,부암동
100900007,삼청파출소,마을버스,1529,37.581813662,126.9812510491,미설치  ,가회동
100900008,양현관,마을버스,1866,37.5897680031,126.9937685575,미설치  ,혜화동
100900009,종로5가입구,마을버스,1528,37.5717928476,126.9976709493,미설치  ,을지로동
100900010,상명대후문,마을버스,1868,37.6040715802,126.9574633677,미설치  ,부암동
100900011,원서고개,마을버스,1526,37.583080553,126.9878088426,미설치  ,가회동
100900012,샘미용실.종로구청소년상담복지센터,마을버스,1869,37.5902545716,126.9934084203,미설치  ,혜화동
100900013,창신쌍용2단지.한성대후문,마을버스,1524,37.5812647965,127.0127581151,미설치  ,창신3동
100900014,산정빌라,마을버스,1870,37.6052835831,126.9575782035,미설치  ,부암동
100900015,경희궁자이2.3단지,마을버스,1523,37.5687871134,126.9640686009,미설치  ,교남동
100900016,오거리,마을버스,1522,37.6070621164,126.9622629001,미설치  ,부암동
100900017,국민생활관,마을버스,1521,37.5897456349,126.9988619666,미설치  ,혜화동
100900018,구기빌라,마을버스,1872,37.6061334517,126.9579809335,미설치  ,부암동
100900019,마트앞,마을버스,1873,37.6066987064,126.958756466,미설치  ,부암동
100900020,통인시장,마을버스,1519,37.5804417494,126.9684956941,미설치  ,사직동
100900021,양현관,마을버스,1520,37.5897914226,126.9936043615,미설치  ,혜화동
100900022,국민은행.세검정지점,마을버스,1874,37.6049541749,126.9608727063,미설치  ,부암동
100900024,삼청동주민센터,마을버스,1518,37.5842638281,126.9819071619,미설치  ,가회동
100900025,세검초등학교,마을버스,1517,37.6042522792,126.9614907597,미설치  ,부암동
100900026,빨래터.고희동미술관,마을버스,1516,37.582987218,126.9890634276,미설치  ,가회동
100900027,혜화역4번출구,마을버스,1876,37.5835080381,127.0015538872,미설치  ,이화동
100900028,방송통신대앞,마을버스,1877,37.5786973612,127.0019926794,설치   ,이화동
100900029,화정박물관,마을버스,1513,37.6049806084,126.9652007897,미설치  ,부암동
100900030,서울대치과대학,마을버스,1878,37.5774082997,126.997800962,미설치  ,종로1·2·3·4가동
100900031,서울국제고등학교,마을버스,1512,37.5890715947,126.9972902593,미설치  ,혜화동
100900032,샘미용실.종로구청소년상담복지센터,마을버스,1511,37.5903095275,126.9932227051,미설치  ,혜화동
100900033,효제초교.연동교회.김마리아활동터,마을버스,1879,37.5736413355,127.0022087811,미설치  ,종로5·6가동
100900034,박노수미술관,마을버스,1510,37.5809967425,126.966603478,미설치  ,사직동
100900035,금융연수원,마을버스,1509,37.5866398268,126.9816582681,미설치  ,삼청동
100900036,화정박물관,마을버스,1508,37.6048011982,126.9648837454,미설치  ,부암동
100900037,인사미술공간.세탁소,마을버스,1507,37.5814109836,126.9893670844,미설치  ,종로1·2·3·4가동
100900038,서울대치과대학,마을버스,1883,37.5775727323,126.9978632209,미설치  ,종로1·2·3·4가동
100900039,낙산공원,마을버스,1506,37.5804037213,127.0087215681,미설치  ,창신2동
100900040,명륜3가종점,마을버스,1503,37.5909483783,126.9928636796,미설치  ,혜화동
100900041,수성동계곡,마을버스,1502,37.5820813834,126.9644678921,미설치  ,무악동
100900042,서울대학교병원현관.암병원현관,마을버스,1887,37.5790872846,126.9981631637,미설치  ,이화동
100900043,이화사거리,마을버스,1886,37.5769483437,127.0020084833,미설치  ,종로5·6가동
100900044,서대문역3번출구,마을버스,1505,37.5663370645,126.9663939394,미설치  ,중림동
100900045,통일부,마을버스,1525,37.5875948053,126.9859476734,미설치  ,가회동
100900046,명륜시장.성대후문,마을버스,1531,37.5885110529,126.9952543092,미설치  ,혜화동
100900047,평창파출소,마을버스,1500,37.605681218,126.9668167021,미설치  ,부암동
100900048,가회동주민센터,마을버스,1564,37.579972942,126.9849543284,미설치  ,가회동
100900049,독립문초등학교,마을버스,1562,37.5738699714,126.9606775165,미설치  ,천연동
100900050,아름다운실버,마을버스,1561,37.6120100581,126.965463701,미설치  ,평창동
100900051,창덕궁,마을버스,1558,37.5760892484,126.9906200153,미설치  ,종로1·2·3·4가동
100900052,북촌한옥마을입구.정세권활동터,마을버스,1556,37.5815997311,126.9849422317,미설치  ,가회동
100900053,청룡사.보문파크뷰자이아파트,마을버스,1555,37.5800189539,127.01700714,미설치  ,숭인1동
100900054,소나무집,마을버스,1553,37.6112770717,126.964110466,미설치  ,평창동
100900056,경복궁,마을버스,1551,37.576950157,126.9793377561,미설치  ,사직동
100900057,종로3가역9번출구,마을버스,1550,37.5710875771,126.9920931881,미설치  ,을지로동
100900058,안국선원.삼거리,마을버스,1548,37.5827909789,126.984994076,미설치  ,가회동
100900059,사우디대사관앞.북촌힐스,마을버스,1547,37.5841056738,126.9850311776,미설치  ,가회동
100900060,종로센트레빌후문.e편한세상보문아파트,마을버스,1546,37.5817743934,127.0161855253,미설치  ,창신3동
100900061,경희궁자이4단지,마을버스,1545,37.5707022242,126.9621148375,미설치  ,교남동
100900062,언덕앞,마을버스,1544,37.6089539753,126.9637921715,미설치  ,부암동
100900063,혜화우체국,마을버스,1543,37.5860376565,127.0006137149,미설치  ,이화동
100900064,새마을금고,마을버스,1542,37.5877370613,126.996518051,미설치  ,혜화동
100900065,광화문새마을금고,마을버스,1541,37.5793687689,126.9711466491,미설치  ,사직동
100900066,종로4가.종묘공원,마을버스,1539,37.5706890289,126.9946203403,미설치  ,을지로동
100900067,인왕빌딩,마을버스,1538,37.6079283311,126.9577443332,미설치  ,부암동
100900068,중앙중고,마을버스,1537,37.583092177,126.986965299,미설치  ,가회동
100900069,감사원,마을버스,1536,37.5862106518,126.9852900569,미설치  ,가회동
100900070,명신초.삼선푸르지오.힐스테이트,마을버스,1535,37.5821062067,127.014556281,미설치  ,창신3동
100900071,영천시장,마을버스,1534,37.5700818569,126.9627388724,미설치  ,교남동
100900072,청련사입구,마을버스,1533,37.6079803769,126.9624312007,미설치  ,부암동
100900073,한국사회과학도서관.이회영기념관,마을버스,1594,37.5736670147,126.9641239308,미설치  ,교남동
100900074,감나무골공원,마을버스,1593,37.6124059606,126.9699479367,미설치  ,평창동
100900075,혜화역1번출구,마을버스,1592,37.5834729904,127.0017632862,미설치  ,이화동
100900076,서울대병원장례식장,마을버스,1591,37.5805553988,126.9974309648,미설치  ,이화동
100900077,완성빌라,마을버스,1590,37.6034020863,126.9575011241,미설치  ,부암동
100900078,낙원상가,마을버스,1589,37.5737563689,126.9874148722,미설치  ,종로1·2·3·4가동
100900079,힐탑,마을버스,1586,37.6116055569,126.9690205751,미설치  ,평창동
100900080,상명대후문,마을버스,1584,37.6040255786,126.9573354115,미설치  ,부암동
100900081,수운회관,마을버스,1583,37.5752189424,126.986669266,미설치  ,종로1·2·3·4가동
100900082,행촌주차장,마을버스,1581,37.5752728058,126.9628880463,미설치  ,교남동
100900083,화인빌라,마을버스,1580,37.6129345305,126.9685386165,미설치  ,평창동
100900085,서울대어린이병원응급실.갑상선센터,마을버스,1578,37.5781188768,126.9995029662,미설치  ,이화동
100900086,헌법재판소.안국역,마을버스,1576,37.5773871956,126.9858152185,미설치  ,종로1·2·3·4가동
100900088,무악현대아파트후문,마을버스,1574,37.5763372261,126.9619411637,미설치  ,교남동
100900089,박종화고택입구,마을버스,1573,37.6143102577,126.9676873462,미설치  ,평창동
100900090,이화사거리,마을버스,1572,37.5765095598,127.0020914666,미설치  ,종로5·6가동
100900091,산정빌라,마을버스,1571,37.6051519935,126.9574922002,미설치  ,부암동
100900092,아름다운가게.정독도서관,마을버스,1570,37.5789480833,126.9851271782,미설치  ,종로1·2·3·4가동
100900093,쌍용아파트입구.창신역,마을버스,1569,37.580511226,127.0149635738,미설치  ,창신3동
100900094,린덴바움숲유치원,마을버스,1568,37.5746692802,126.9618040443,미설치  ,교남동
100900095,보현산신각,마을버스,1567,37.6134825236,126.9657790521,미설치  ,평창동
100900096,원남로터리,마을버스,1566,37.5762373738,126.997511497,미설치  ,을지로동
100900097,구기빌라,마을버스,1565,37.6062686142,126.9579797248,미설치  ,부암동
100900098,평창동산림제3초소,마을버스,1795,37.6173560499,126.9771030504,미설치  ,평창동
100900099,통인시장.종로구보건소,마을버스,1793,37.5803350289,126.9687504797,미설치  ,사직동
100900100,삼청파출소,마을버스,1792,37.58164517,126.9813258198,미설치  ,가회동
100900101,종로사우나,마을버스,1790,37.5738011149,126.9877503526,미설치  ,종로1·2·3·4가동
100900102,종로도서관,마을버스,1776,37.5764842271,126.9671251598,미설치  ,교남동
100900103,평창공원지킴터입구,마을버스,1732,37.6163963984,126.9757438761,미설치  ,평창동
100900104,오거리.한옥마을입구,마을버스,1729,37.5794684375,126.9697392663,미설치  ,사직동
100900105,정독도서관,마을버스,1728,37.5802605382,126.980080541,미설치  ,가회동
100900106,인사동들머리.3.1독립선언터,마을버스,1727,37.5719470235,126.983296967,미설치  ,명동
100900107,종로5가역.중부교육지원청,마을버스,1725,37.5714192458,127.0020898456,미설치  ,광희동
100900108,황학정앞,마을버스,1724,37.5768126115,126.9653293849,미설치  ,교남동
100900109,참샘골공원,마을버스,1723,37.6146097003,126.9742524976,미설치  ,평창동
100900110,성균관대학교,마을버스,1722,37.584886,126.996646,미설치  ,혜화동
100900111,광화문새마을금고,마을버스,1721,37.5794930902,126.9710277184,미설치  ,사직동
100900112,상명초등학교,마을버스,1714,37.6009238115,126.956715418,미설치  ,홍제3동
100900113,단군성전앞,마을버스,1699,37.5755600915,126.9653175119,미설치  ,교남동
100900114,무애사,마을버스,1698,37.6139004282,126.9718458037,미설치  ,평창동
100900115,서교빌라,마을버스,1684,37.601989057,126.9571553655,미설치  ,부암동
100900116,종각역.YMCA,마을버스,1683,37.5703976388,126.98508926,미설치  ,명동
100900117,동대문역2번출구,마을버스,1682,37.5720494465,127.0117218002,미설치  ,창신1동
