행정동,분기,임대료(천원/㎡),구,버스정류장수,지하철역수,수요_점수,구매력_점수,리스크_점수,종합_점수,클러스터,클러스터_세분화
월곡2동,20213,46.6,월곡2동,26.0,0,21.84,5.11,7.25,10.41,1.0,1.0
월곡2동,20214,46.5,월곡2동,26.0,0,21.84,5.11,7.25,10.41,1.0,1.0
월곡2동,20221,47.2,월곡2동,26.0,0,21.84,5.11,7.25,10.41,1.0,1.0
월곡2동,20222,47.4,월곡2동,26.0,0,21.84,5.11,7.25,10.41,1.0,1.0
월곡2동,20223,47.6,월곡2동,26.0,0,21.84,5.11,7.25,10.41,1.0,1.0
월곡2동,20224,47.5,월곡2동,26.0,0,21.84,5.11,7.25,10.41,1.0,1.0
월곡2동,20231,47.6,월곡2동,26.0,0,21.84,5.11,7.25,10.41,1.0,1.0
월곡2동,20232,47.6,월곡2동,26.0,0,21.84,5.11,7.25,10.41,1.0,1.0
월곡2동,20233,48.2,월곡2동,26.0,0,21.84,5.11,7.25,10.41,1.0,1.0
월곡2동,20234,48.2,월곡2동,26.0,0,21.84,5.11,7.25,10.41,1.0,1.0
월곡2동,20241,48.4,월곡2동,26.0,0,21.84,5.11,7.25,10.41,1.0,1.0
월곡2동,20242,48.7,월곡2동,26.0,0,21.84,5.11,7.25,10.41,1.0,1.0
월곡2동,20243,53.1,월곡2동,26.0,0,21.84,5.11,7.25,10.41,1.0,1.0
월곡2동,20244,53.2,월곡2동,26.0,0,21.84,5.11,7.25,10.41,1.0,1.0
월곡2동,20244,53.1,월곡2동,26.0,0,21.84,5.11,7.25,10.41,1.0,1.0
월곡2동,20251,53.2,월곡2동,26.0,0,21.84,5.11,7.25,10.41,1.0,1.0
월곡2동,20252,53.2,월곡2동,26.0,0,21.84,5.11,7.25,10.41,1.0,1.0
월곡2동,20253,53.1,월곡2동,26.0,0,21.84,5.11,7.25,10.41,1.0,1.0
월곡2동,20254,53.1,월곡2동,26.0,0,21.84,5.11,7.25,10.41,1.0,1.0
장위1동,20211,46.7,장위1동,33.0,0,35.16,0.52,3.32,10.7,0.0,0.0
장위1동,20212,46.7,장위1동,33.0,0,35.16,0.52,3.32,10.7,0.0,0.0
장위1동,20213,46.6,장위1동,33.0,0,35.16,0.52,3.32,10.7,0.0,0.0
장위1동,20214,46.5,장위1동,33.0,0,35.16,0.52,3.32,10.7,0.0,0.0
장위1동,20221,47.2,장위1동,33.0,0,35.16,0.52,3.32,10.7,0.0,0.0
장위1동,20222,47.4,장위1동,33.0,0,35.16,0.52,3.32,10.7,0.0,0.0
장위1동,20223,47.6,장위1동,33.0,0,35.16,0.52,3.32,10.7,0.0,0.0
장위1동,20224,47.5,장위1동,33.0,0,35.16,0.52,3.32,10.7,0.0,0.0
장위1동,20231,47.6,장위1동,33.0,0,35.16,0.52,3.32,10.7,0.0,0.0
장위1동,20232,47.6,장위1동,33.0,0,35.16,0.52,3.32,10.7,0.0,0.0
장위1동,20233,48.2,장위1동,33.0,0,35.16,0.52,3.32,10.7,0.0,0.0
장위1동,20234,48.2,장위1동,33.0,0,35.16,0.52,3.32,10.7,0.0,0.0
장위1동,20241,48.4,장위1동,33.0,0,35.16,0.52,3.32,10.7,0.0,0.0
장위1동,20242,48.7,장위1동,33.0,0,35.16,0.52,3.32,10.7,0.0,0.0
장위1동,20243,53.1,장위1동,33.0,0,35.16,0.52,3.32,10.7,0.0,0.0
장위1동,20244,53.2,장위1동,33.0,0,35.16,0.52,3.32,10.7,0.0,0.0
장위1동,20244,53.1,장위1동,33.0,0,35.16,0.52,3.32,10.7,0.0,0.0
장위1동,20251,53.2,장위1동,33.0,0,35.16,0.52,3.32,10.7,0.0,0.0
장위1동,20252,53.2,장위1동,33.0,0,35.16,0.52,3.32,10.7,0.0,0.0
장위1동,20253,53.1,장위1동,33.0,0,35.16,0.52,3.32,10.7,0.0,0.0
장위1동,20254,53.1,장위1동,33.0,0,35.16,0.52,3.32,10.7,0.0,0.0
장위2동,20211,46.7,장위2동,37.0,0,20.98,0.53,2.85,6.86,1.0,1.0
장위2동,20212,46.7,장위2동,37.0,0,20.98,0.53,2.85,6.86,1.0,1.0
장위2동,20213,46.6,장위2동,37.0,0,20.98,0.53,2.85,6.86,1.0,1.0
장위2동,20214,46.5,장위2동,37.0,0,20.98,0.53,2.85,6.86,1.0,1.0
장위2동,20221,47.2,장위2동,37.0,0,20.98,0.53,2.85,6.86,1.0,1.0
장위2동,20222,47.4,장위2동,37.0,0,20.98,0.53,2.85,6.86,1.0,1.0
장위2동,20223,47.6,장위2동,37.0,0,20.98,0.53,2.85,6.86,1.0,1.0
장위2동,20224,47.5,장위2동,37.0,0,20.98,0.53,2.85,6.86,1.0,1.0
장위2동,20231,47.6,장위2동,37.0,0,20.98,0.53,2.85,6.86,1.0,1.0
장위2동,20232,47.6,장위2동,37.0,0,20.98,0.53,2.85,6.86,1.0,1.0
장위2동,20233,48.2,장위2동,37.0,0,20.98,0.53,2.85,6.86,1.0,1.0
장위2동,20234,48.2,장위2동,37.0,0,20.98,0.53,2.85,6.86,1.0,1.0
장위2동,20241,48.4,장위2동,37.0,0,20.98,0.53,2.85,6.86,1.0,1.0
장위2동,20242,48.7,장위2동,37.0,0,20.98,0.53,2.85,6.86,1.0,1.0
장위2동,20243,53.1,장위2동,37.0,0,20.98,0.53,2.85,6.86,1.0,1.0
장위2동,20244,53.2,장위2동,37.0,0,20.98,0.53,2.85,6.86,1.0,1.0
장위2동,20244,53.1,장위2동,37.0,0,20.98,0.53,2.85,6.86,1.0,1.0
장위2동,20251,53.2,장위2동,37.0,0,20.98,0.53,2.85,6.86,1.0,1.0
장위2동,20252,53.2,장위2동,37.0,0,20.98,0.53,2.85,6.86,1.0,1.0
장위2동,20253,53.1,장위2동,37.0,0,20.98,0.53,2.85,6.86,1.0,1.0
장위2동,20254,53.1,장위2동,37.0,0,20.98,0.53,2.85,6.86,1.0,1.0
장위3동,20211,46.7,장위3동,35.0,0,13.92,2.12,2.31,5.21,1.0,1.0
장위3동,20212,46.7,장위3동,35.0,0,13.92,2.12,2.31,5.21,1.0,1.0
장위3동,20213,46.6,장위3동,35.0,0,13.92,2.12,2.31,5.21,1.0,1.0
장위3동,20214,46.5,장위3동,35.0,0,13.92,2.12,2.31,5.21,1.0,1.0
장위3동,20221,47.2,장위3동,35.0,0,13.92,2.12,2.31,5.21,1.0,1.0
장위3동,20222,47.4,장위3동,35.0,0,13.92,2.12,2.31,5.21,1.0,1.0
장위3동,20223,47.6,장위3동,35.0,0,13.92,2.12,2.31,5.21,1.0,1.0
장위3동,20224,47.5,장위3동,35.0,0,13.92,2.12,2.31,5.21,1.0,1.0
장위3동,20231,47.6,장위3동,35.0,0,13.92,2.12,2.31,5.21,1.0,1.0
장위3동,20232,47.6,장위3동,35.0,0,13.92,2.12,2.31,5.21,1.0,1.0
장위3동,20233,48.2,장위3동,35.0,0,13.92,2.12,2.31,5.21,1.0,1.0
장위3동,20234,48.2,장위3동,35.0,0,13.92,2.12,2.31,5.21,1.0,1.0
장위3동,20241,48.4,장위3동,35.0,0,13.92,2.12,2.31,5.21,1.0,1.0
장위3동,20242,48.7,장위3동,35.0,0,13.92,2.12,2.31,5.21,1.0,1.0
장위3동,20243,53.1,장위3동,35.0,0,13.92,2.12,2.31,5.21,1.0,1.0
장위3동,20244,53.2,장위3동,35.0,0,13.92,2.12,2.31,5.21,1.0,1.0
장위3동,20244,53.1,장위3동,35.0,0,13.92,2.12,2.31,5.21,1.0,1.0
장위3동,20251,53.2,장위3동,35.0,0,13.92,2.12,2.31,5.21,1.0,1.0
장위3동,20252,53.2,장위3동,35.0,0,13.92,2.12,2.31,5.21,1.0,1.0
장위3동,20253,53.1,장위3동,35.0,0,13.92,2.12,2.31,5.21,1.0,1.0
장위3동,20254,53.1,장위3동,35.0,0,13.92,2.12,2.31,5.21,1.0,1.0
석관동,20211,46.7,석관동,44.0,0,44.6,3.67,6.45,15.44,0.0,3.0
석관동,20212,46.7,석관동,44.0,0,44.6,3.67,6.45,15.44,0.0,3.0
석관동,20213,46.6,석관동,44.0,0,44.6,3.67,6.45,15.44,0.0,3.0
석관동,20214,46.5,석관동,44.0,0,44.6,3.67,6.45,15.44,0.0,3.0
석관동,20221,47.2,석관동,44.0,0,44.6,3.67,6.45,15.44,0.0,3.0
석관동,20222,47.4,석관동,44.0,0,44.6,3.67,6.45,15.44,0.0,3.0
석관동,20223,47.6,석관동,44.0,0,44.6,3.67,6.45,15.44,0.0,3.0
석관동,20224,47.5,석관동,44.0,0,44.6,3.67,6.45,15.44,0.0,3.0
석관동,20231,47.6,석관동,44.0,0,44.6,3.67,6.45,15.44,0.0,3.0
석관동,20232,47.6,석관동,44.0,0,44.6,3.67,6.45,15.44,0.0,3.0
석관동,20233,48.2,석관동,44.0,0,44.6,3.67,6.45,15.44,0.0,3.0
석관동,20234,48.2,석관동,44.0,0,44.6,3.67,6.45,15.44,0.0,3.0
석관동,20241,48.4,석관동,44.0,0,44.6,3.67,6.45,15.44,0.0,3.0
석관동,20242,48.7,석관동,44.0,0,44.6,3.67,6.45,15.44,0.0,3.0
석관동,20243,53.1,석관동,44.0,0,44.6,3.67,6.45,15.44,0.0,3.0
석관동,20244,53.2,석관동,44.0,0,44.6,3.67,6.45,15.44,0.0,3.0
석관동,20244,53.1,석관동,44.0,0,44.6,3.67,6.45,15.44,0.0,3.0
석관동,20251,53.2,석관동,44.0,0,44.6,3.67,6.45,15.44,0.0,3.0
석관동,20252,53.2,석관동,44.0,0,44.6,3.67,6.45,15.44,0.0,3.0
석관동,20253,53.1,석관동,44.0,0,44.6,3.67,6.45,15.44,0.0,3.0
석관동,20254,53.1,석관동,44.0,0,44.6,3.67,6.45,15.44,0.0,3.0
삼양동,20211,45.4,삼양동,47.0,0,34.2,0.49,2.76,10.17,1.0,0.0
삼양동,20212,45.5,삼양동,47.0,0,34.2,0.49,2.76,10.17,1.0,0.0
삼양동,20213,45.4,삼양동,47.0,0,34.2,0.49,2.76,10.17,1.0,0.0
삼양동,20214,45.3,삼양동,47.0,0,34.2,0.49,2.76,10.17,1.0,0.0
삼양동,20221,44.0,삼양동,47.0,0,34.2,0.49,2.76,10.17,1.0,0.0
삼양동,20222,44.1,삼양동,47.0,0,34.2,0.49,2.76,10.17,1.0,0.0
삼양동,20223,44.2,삼양동,47.0,0,34.2,0.49,2.76,10.17,1.0,0.0
삼양동,20224,44.3,삼양동,47.0,0,34.2,0.49,2.76,10.17,1.0,0.0
삼양동,20231,44.4,삼양동,47.0,0,34.2,0.49,2.76,10.17,1.0,0.0
삼양동,20232,44.6,삼양동,47.0,0,34.2,0.49,2.76,10.17,1.0,0.0
삼양동,20233,44.7,삼양동,47.0,0,34.2,0.49,2.76,10.17,1.0,0.0
삼양동,20234,44.8,삼양동,47.0,0,34.2,0.49,2.76,10.17,1.0,0.0
삼양동,20241,44.8,삼양동,47.0,0,34.2,0.49,2.76,10.17,1.0,0.0
삼양동,20242,44.8,삼양동,47.0,0,34.2,0.49,2.76,10.17,1.0,0.0
삼양동,20243,46.2,삼양동,47.0,0,34.2,0.49,2.76,10.17,1.0,0.0
삼양동,20244,46.1,삼양동,47.0,0,34.2,0.49,2.76,10.17,1.0,0.0
삼양동,20244,45.8,삼양동,47.0,0,34.2,0.49,2.76,10.17,1.0,0.0
삼양동,20251,46.0,삼양동,47.0,0,34.2,0.49,2.76,10.17,1.0,0.0
삼양동,20252,45.9,삼양동,47.0,0,34.2,0.49,2.76,10.17,1.0,0.0
삼양동,20253,45.8,삼양동,47.0,0,34.2,0.49,2.76,10.17,1.0,0.0
삼양동,20254,45.8,삼양동,47.0,0,34.2,0.49,2.76,10.17,1.0,0.0
미아동,20211,45.4,미아동,30.0,0,39.62,1.89,6.7,13.84,0.0,0.0
미아동,20212,45.5,미아동,30.0,0,39.62,1.89,6.7,13.84,0.0,0.0
미아동,20213,45.4,미아동,30.0,0,39.62,1.89,6.7,13.84,0.0,0.0
미아동,20214,45.3,미아동,30.0,0,39.62,1.89,6.7,13.84,0.0,0.0
미아동,20221,44.0,미아동,30.0,0,39.62,1.89,6.7,13.84,0.0,0.0
미아동,20222,44.1,미아동,30.0,0,39.62,1.89,6.7,13.84,0.0,0.0
미아동,20223,44.2,미아동,30.0,0,39.62,1.89,6.7,13.84,0.0,0.0
미아동,20224,44.3,미아동,30.0,0,39.62,1.89,6.7,13.84,0.0,0.0
미아동,20231,44.4,미아동,30.0,0,39.62,1.89,6.7,13.84,0.0,0.0
미아동,20232,44.6,미아동,30.0,0,39.62,1.89,6.7,13.84,0.0,0.0
미아동,20233,44.7,미아동,30.0,0,39.62,1.89,6.7,13.84,0.0,0.0
미아동,20234,44.8,미아동,30.0,0,39.62,1.89,6.7,13.84,0.0,0.0
미아동,20241,44.8,미아동,30.0,0,39.62,1.89,6.7,13.84,0.0,0.0
미아동,20242,44.8,미아동,30.0,0,39.62,1.89,6.7,13.84,0.0,0.0
미아동,20243,46.2,미아동,30.0,0,39.62,1.89,6.7,13.84,0.0,0.0
미아동,20244,46.1,미아동,30.0,0,39.62,1.89,6.7,13.84,0.0,0.0
미아동,20244,45.8,미아동,30.0,0,39.62,1.89,6.7,13.84,0.0,0.0
미아동,20251,46.0,미아동,30.0,0,39.62,1.89,6.7,13.84,0.0,0.0
미아동,20252,45.9,미아동,30.0,0,39.62,1.89,6.7,13.84,0.0,0.0
미아동,20253,45.8,미아동,30.0,0,39.62,1.89,6.7,13.84,0.0,0.0
미아동,20254,45.8,미아동,30.0,0,39.62,1.89,6.7,13.84,0.0,0.0
송중동,20211,45.4,송중동,42.0,0,46.33,4.76,9.53,17.67,0.0,3.0
송중동,20212,45.5,송중동,42.0,0,46.33,4.76,9.53,17.67,0.0,3.0
송중동,20213,45.4,송중동,42.0,0,46.33,4.76,9.53,17.67,0.0,3.0
송중동,20214,45.3,송중동,42.0,0,46.33,4.76,9.53,17.67,0.0,3.0
송중동,20221,44.0,송중동,42.0,0,46.33,4.76,9.53,17.67,0.0,3.0
송중동,20222,44.1,송중동,42.0,0,46.33,4.76,9.53,17.67,0.0,3.0
송중동,20223,44.2,송중동,42.0,0,46.33,4.76,9.53,17.67,0.0,3.0
송중동,20224,44.3,송중동,42.0,0,46.33,4.76,9.53,17.67,0.0,3.0
송중동,20231,44.4,송중동,42.0,0,46.33,4.76,9.53,17.67,0.0,3.0
송중동,20232,44.6,송중동,42.0,0,46.33,4.76,9.53,17.67,0.0,3.0
송중동,20233,44.7,송중동,42.0,0,46.33,4.76,9.53,17.67,0.0,3.0
송중동,20234,44.8,송중동,42.0,0,46.33,4.76,9.53,17.67,0.0,3.0
송중동,20241,44.8,송중동,42.0,0,46.33,4.76,9.53,17.67,0.0,3.0
송중동,20242,44.8,송중동,42.0,0,46.33,4.76,9.53,17.67,0.0,3.0
송중동,20243,46.2,송중동,42.0,0,46.33,4.76,9.53,17.67,0.0,3.0
송중동,20244,46.1,송중동,42.0,0,46.33,4.76,9.53,17.67,0.0,3.0
송중동,20244,45.8,송중동,42.0,0,46.33,4.76,9.53,17.67,0.0,3.0
송중동,20251,46.0,송중동,42.0,0,46.33,4.76,9.53,17.67,0.0,3.0
송중동,20252,45.9,송중동,42.0,0,46.33,4.76,9.53,17.67,0.0,3.0
송중동,20253,45.8,송중동,42.0,0,46.33,4.76,9.53,17.67,0.0,3.0
송중동,20254,45.8,송중동,42.0,0,46.33,4.76,9.53,17.67,0.0,3.0
송천동,20211,45.4,송천동,15.0,0,37.08,1.58,7.01,13.28,0.0,0.0
송천동,20212,45.5,송천동,15.0,0,37.08,1.58,7.01,13.28,0.0,0.0
송천동,20213,45.4,송천동,15.0,0,37.08,1.58,7.01,13.28,0.0,0.0
송천동,20214,45.3,송천동,15.0,0,37.08,1.58,7.01,13.28,0.0,0.0
송천동,20221,44.0,송천동,15.0,0,37.08,1.58,7.01,13.28,0.0,0.0
송천동,20222,44.1,송천동,15.0,0,37.08,1.58,7.01,13.28,0.0,0.0
송천동,20223,44.2,송천동,15.0,0,37.08,1.58,7.01,13.28,0.0,0.0
송천동,20224,44.3,송천동,15.0,0,37.08,1.58,7.01,13.28,0.0,0.0
송천동,20231,44.4,송천동,15.0,0,37.08,1.58,7.01,13.28,0.0,0.0
송천동,20232,44.6,송천동,15.0,0,37.08,1.58,7.01,13.28,0.0,0.0
송천동,20233,44.7,송천동,15.0,0,37.08,1.58,7.01,13.28,0.0,0.0
송천동,20234,44.8,송천동,15.0,0,37.08,1.58,7.01,13.28,0.0,0.0
송천동,20241,44.8,송천동,15.0,0,37.08,1.58,7.01,13.28,0.0,0.0
송천동,20242,44.8,송천동,15.0,0,37.08,1.58,7.01,13.28,0.0,0.0
송천동,20243,46.2,송천동,15.0,0,37.08,1.58,7.01,13.28,0.0,0.0
송천동,20244,46.1,송천동,15.0,0,37.08,1.58,7.01,13.28,0.0,0.0
송천동,20244,45.8,송천동,15.0,0,37.08,1.58,7.01,13.28,0.0,0.0
송천동,20251,46.0,송천동,15.0,0,37.08,1.58,7.01,13.28,0.0,0.0
송천동,20252,45.9,송천동,15.0,0,37.08,1.58,7.01,13.28,0.0,0.0
송천동,20253,45.8,송천동,15.0,0,37.08,1.58,7.01,13.28,0.0,0.0
송천동,20254,45.8,송천동,15.0,0,37.08,1.58,7.01,13.28,0.0,0.0
삼각산동,20211,45.4,삼각산동,39.0,0,24.55,3.94,4.13,9.26,1.0,1.0
삼각산동,20212,45.5,삼각산동,39.0,0,24.55,3.94,4.13,9.26,1.0,1.0
삼각산동,20213,45.4,삼각산동,39.0,0,24.55,3.94,4.13,9.26,1.0,1.0
삼각산동,20214,45.3,삼각산동,39.0,0,24.55,3.94,4.13,9.26,1.0,1.0
삼각산동,20221,44.0,삼각산동,39.0,0,24.55,3.94,4.13,9.26,1.0,1.0
삼각산동,20222,44.1,삼각산동,39.0,0,24.55,3.94,4.13,9.26,1.0,1.0
삼각산동,20223,44.2,삼각산동,39.0,0,24.55,3.94,4.13,9.26,1.0,1.0
삼각산동,20224,44.3,삼각산동,39.0,0,24.55,3.94,4.13,9.26,1.0,1.0
삼각산동,20231,44.4,삼각산동,39.0,0,24.55,3.94,4.13,9.26,1.0,1.0
삼각산동,20232,44.6,삼각산동,39.0,0,24.55,3.94,4.13,9.26,1.0,1.0
삼각산동,20233,44.7,삼각산동,39.0,0,24.55,3.94,4.13,9.26,1.0,1.0
삼각산동,20234,44.8,삼각산동,39.0,0,24.55,3.94,4.13,9.26,1.0,1.0
삼각산동,20241,44.8,삼각산동,39.0,0,24.55,3.94,4.13,9.26,1.0,1.0
삼각산동,20242,44.8,삼각산동,39.0,0,24.55,3.94,4.13,9.26,1.0,1.0
삼각산동,20243,46.2,삼각산동,39.0,0,24.55,3.94,4.13,9.26,1.0,1.0
삼각산동,20244,46.1,삼각산동,39.0,0,24.55,3.94,4.13,9.26,1.0,1.0
삼각산동,20244,45.8,삼각산동,39.0,0,24.55,3.94,4.13,9.26,1.0,1.0
삼각산동,20251,46.0,삼각산동,39.0,0,24.55,3.94,4.13,9.26,1.0,1.0
삼각산동,20252,45.9,삼각산동,39.0,0,24.55,3.94,4.13,9.26,1.0,1.0
삼각산동,20253,45.8,삼각산동,39.0,0,24.55,3.94,4.13,9.26,1.0,1.0
삼각산동,20254,45.8,삼각산동,39.0,0,24.55,3.94,4.13,9.26,1.0,1.0
번1동,20211,45.4,번1동,20.0,0,27.32,2.68,7.49,11.31,1.0,0.0
번1동,20212,45.5,번1동,20.0,0,27.32,2.68,7.49,11.31,1.0,0.0
번1동,20213,45.4,번1동,20.0,0,27.32,2.68,7.49,11.31,1.0,0.0
번1동,20214,45.3,번1동,20.0,0,27.32,2.68,7.49,11.31,1.0,0.0
번1동,20221,44.0,번1동,20.0,0,27.32,2.68,7.49,11.31,1.0,0.0
번1동,20222,44.1,번1동,20.0,0,27.32,2.68,7.49,11.31,1.0,0.0
번1동,20223,44.2,번1동,20.0,0,27.32,2.68,7.49,11.31,1.0,0.0
번1동,20224,44.3,번1동,20.0,0,27.32,2.68,7.49,11.31,1.0,0.0
번1동,20231,44.4,번1동,20.0,0,27.32,2.68,7.49,11.31,1.0,0.0
번1동,20232,44.6,번1동,20.0,0,27.32,2.68,7.49,11.31,1.0,0.0
번1동,20233,44.7,번1동,20.0,0,27.32,2.68,7.49,11.31,1.0,0.0
번1동,20234,44.8,번1동,20.0,0,27.32,2.68,7.49,11.31,1.0,0.0
번1동,20241,44.8,번1동,20.0,0,27.32,2.68,7.49,11.31,1.0,0.0
번1동,20242,44.8,번1동,20.0,0,27.32,2.68,7.49,11.31,1.0,0.0
번1동,20243,46.2,번1동,20.0,0,27.32,2.68,7.49,11.31,1.0,0.0
번1동,20244,46.1,번1동,20.0,0,27.32,2.68,7.49,11.31,1.0,0.0
번1동,20244,45.8,번1동,20.0,0,27.32,2.68,7.49,11.31,1.0,0.0
번1동,20251,46.0,번1동,20.0,0,27.32,2.68,7.49,11.31,1.0,0.0
번1동,20252,45.9,번1동,20.0,0,27.32,2.68,7.49,11.31,1.0,0.0
번1동,20253,45.8,번1동,20.0,0,27.32,2.68,7.49,11.31,1.0,0.0
번1동,20254,45.8,번1동,20.0,0,27.32,2.68,7.49,11.31,1.0,0.0
번2동,20211,45.4,번2동,48.0,0,31.15,0.55,2.47,9.27,1.0,0.0
번2동,20212,45.5,번2동,48.0,0,31.15,0.55,2.47,9.27,1.0,0.0
번2동,20213,45.4,번2동,48.0,0,31.15,0.55,2.47,9.27,1.0,0.0
번2동,20214,45.3,번2동,48.0,0,31.15,0.55,2.47,9.27,1.0,0.0
번2동,20221,44.0,번2동,48.0,0,31.15,0.55,2.47,9.27,1.0,0.0
번2동,20222,44.1,번2동,48.0,0,31.15,0.55,2.47,9.27,1.0,0.0
번2동,20223,44.2,번2동,48.0,0,31.15,0.55,2.47,9.27,1.0,0.0
번2동,20224,44.3,번2동,48.0,0,31.15,0.55,2.47,9.27,1.0,0.0
번2동,20231,44.4,번2동,48.0,0,31.15,0.55,2.47,9.27,1.0,0.0
번2동,20232,44.6,번2동,48.0,0,31.15,0.55,2.47,9.27,1.0,0.0
번2동,20233,44.7,번2동,48.0,0,31.15,0.55,2.47,9.27,1.0,0.0
번2동,20234,44.8,번2동,48.0,0,31.15,0.55,2.47,9.27,1.0,0.0
번2동,20241,44.8,번2동,48.0,0,31.15,0.55,2.47,9.27,1.0,0.0
번2동,20242,44.8,번2동,48.0,0,31.15,0.55,2.47,9.27,1.0,0.0
번2동,20243,46.2,번2동,48.0,0,31.15,0.55,2.47,9.27,1.0,0.0
번2동,20244,46.1,번2동,48.0,0,31.15,0.55,2.47,9.27,1.0,0.0
번2동,20244,45.8,번2동,48.0,0,31.15,0.55,2.47,9.27,1.0,0.0
번2동,20251,46.0,번2동,48.0,0,31.15,0.55,2.47,9.27,1.0,0.0
번2동,20252,45.9,번2동,48.0,0,31.15,0.55,2.47,9.27,1.0,0.0
번2동,20253,45.8,번2동,48.0,0,31.15,0.55,2.47,9.27,1.0,0.0
번2동,20254,45.8,번2동,48.0,0,31.15,0.55,2.47,9.27,1.0,0.0
번3동,20211,45.4,번3동,45.0,0,16.24,1.13,2.73,5.76,1.0,1.0
번3동,20212,45.5,번3동,45.0,0,16.24,1.13,2.73,5.76,1.0,1.0
번3동,20213,45.4,번3동,45.0,0,16.24,1.13,2.73,5.76,1.0,1.0
번3동,20214,45.3,번3동,45.0,0,16.24,1.13,2.73,5.76,1.0,1.0
번3동,20221,44.0,번3동,45.0,0,16.24,1.13,2.73,5.76,1.0,1.0
번3동,20222,44.1,번3동,45.0,0,16.24,1.13,2.73,5.76,1.0,1.0
번3동,20223,44.2,번3동,45.0,0,16.24,1.13,2.73,5.76,1.0,1.0
번3동,20224,44.3,번3동,45.0,0,16.24,1.13,2.73,5.76,1.0,1.0
번3동,20231,44.4,번3동,45.0,0,16.24,1.13,2.73,5.76,1.0,1.0
번3동,20232,44.6,번3동,45.0,0,16.24,1.13,2.73,5.76,1.0,1.0
번3동,20233,44.7,번3동,45.0,0,16.24,1.13,2.73,5.76,1.0,1.0
번3동,20234,44.8,번3동,45.0,0,16.24,1.13,2.73,5.76,1.0,1.0
번3동,20241,44.8,번3동,45.0,0,16.24,1.13,2.73,5.76,1.0,1.0
번3동,20242,44.8,번3동,45.0,0,16.24,1.13,2.73,5.76,1.0,1.0
번3동,20243,46.2,번3동,45.0,0,16.24,1.13,2.73,5.76,1.0,1.0
번3동,20244,46.1,번3동,45.0,0,16.24,1.13,2.73,5.76,1.0,1.0
번3동,20244,45.8,번3동,45.0,0,16.24,1.13,2.73,5.76,1.0,1.0
번3동,20251,46.0,번3동,45.0,0,16.24,1.13,2.73,5.76,1.0,1.0
번3동,20252,45.9,번3동,45.0,0,16.24,1.13,2.73,5.76,1.0,1.0
번3동,20253,45.8,번3동,45.0,0,16.24,1.13,2.73,5.76,1.0,1.0
번3동,20254,45.8,번3동,45.0,0,16.24,1.13,2.73,5.76,1.0,1.0
수유1동,20211,45.4,수유1동,38.0,0,38.31,0.35,4.73,12.15,0.0,0.0
수유1동,20212,45.5,수유1동,38.0,0,38.31,0.35,4.73,12.15,0.0,0.0
수유1동,20213,45.4,수유1동,38.0,0,38.31,0.35,4.73,12.15,0.0,0.0
수유1동,20214,45.3,수유1동,38.0,0,38.31,0.35,4.73,12.15,0.0,0.0
수유1동,20221,44.0,수유1동,38.0,0,38.31,0.35,4.73,12.15,0.0,0.0
수유1동,20222,44.1,수유1동,38.0,0,38.31,0.35,4.73,12.15,0.0,0.0
수유1동,20223,44.2,수유1동,38.0,0,38.31,0.35,4.73,12.15,0.0,0.0
수유1동,20224,44.3,수유1동,38.0,0,38.31,0.35,4.73,12.15,0.0,0.0
수유1동,20231,44.4,수유1동,38.0,0,38.31,0.35,4.73,12.15,0.0,0.0
수유1동,20232,44.6,수유1동,38.0,0,38.31,0.35,4.73,12.15,0.0,0.0
수유1동,20233,44.7,수유1동,38.0,0,38.31,0.35,4.73,12.15,0.0,0.0
수유1동,20234,44.8,수유1동,38.0,0,38.31,0.35,4.73,12.15,0.0,0.0
수유1동,20241,44.8,수유1동,38.0,0,38.31,0.35,4.73,12.15,0.0,0.0
수유1동,20242,44.8,수유1동,38.0,0,38.31,0.35,4.73,12.15,0.0,0.0
수유1동,20243,46.2,수유1동,38.0,0,38.31,0.35,4.73,12.15,0.0,0.0
수유1동,20244,46.1,수유1동,38.0,0,38.31,0.35,4.73,12.15,0.0,0.0
수유1동,20244,45.8,수유1동,38.0,0,38.31,0.35,4.73,12.15,0.0,0.0
수유1동,20251,46.0,수유1동,38.0,0,38.31,0.35,4.73,12.15,0.0,0.0
수유1동,20252,45.9,수유1동,38.0,0,38.31,0.35,4.73,12.15,0.0,0.0
수유1동,20253,45.8,수유1동,38.0,0,38.31,0.35,4.73,12.15,0.0,0.0
수유1동,20254,45.8,수유1동,38.0,0,38.31,0.35,4.73,12.15,0.0,0.0
수유2동,20211,45.4,수유2동,32.0,0,32.32,0.89,4.15,10.48,1.0,0.0
수유2동,20212,45.5,수유2동,32.0,0,32.32,0.89,4.15,10.48,1.0,0.0
수유2동,20213,45.4,수유2동,32.0,0,32.32,0.89,4.15,10.48,1.0,0.0
수유2동,20214,45.3,수유2동,32.0,0,32.32,0.89,4.15,10.48,1.0,0.0
수유2동,20221,44.0,수유2동,32.0,0,32.32,0.89,4.15,10.48,1.0,0.0
수유2동,20222,44.1,수유2동,32.0,0,32.32,0.89,4.15,10.48,1.0,0.0
수유2동,20223,44.2,수유2동,32.0,0,32.32,0.89,4.15,10.48,1.0,0.0
수유2동,20224,44.3,수유2동,32.0,0,32.32,0.89,4.15,10.48,1.0,0.0
